Year,State,GOS_old,GOS,GOS_R,Non-Crisis Year,Concantenate,Merged,Income_inequality_merged,Income_inequality,GDP_merged,GDP,UR_merged,UR,Ugrowth,u growth dummy,X.change.in.real.GDP_merged,pcrgdp,ineq_merged,ineq,lrgdp,lii,GDP_Growth,_dummy,income_difference_in%_merged,inc_diff,perchg_inc_ineq,inc diff log
2014,Oklahoma,0,0,1,1,Oklahoma2014,Oklahoma2014,34394,34394,189360,189360,4.5,4.5,-15.09433962,,8.775,8.775,2.666666667,2.666666667,12.15140524,0.980829253,2.578522339,,800,800,-3.921812208,
2015,Oklahoma,0,0,1,1,Oklahoma2015,Oklahoma2015,37522.25,37522.25,197071.875,197071.875,4.4,4.4,-2.222222222,,-1.025,-1.025,2.833333333,2.833333333,12.19132379,1.041453875,8.644023602,,850,850,6.249999974,
2016,Oklahoma,0,0,1,1,Oklahoma2016,Oklahoma2016,38056,38056,193025.125,193025.125,4.8,4.8,9.090909091,,-1.225,-1.225,2.833333333,2.833333333,12.17057564,1.041453875,-1.207057532,,850,850,0,
2017,Oklahoma,0,0,1,1,Oklahoma2017,Oklahoma2017,39800,39800,194255.95,194255.95,4.2,4.2,-12.5,,1.75,1.75,2.666666667,2.666666667,12.1769319,0.980829253,-1.248661672,,800,800,-5.882352918,
2018,Oklahoma,0,0,1,1,Oklahoma2018,Oklahoma2018,39833,39833,197358.3,197358.3,3.4,3.4,-19.04761905,,1.65,1.65,2.85942492,2.85942492,12.19277614,1.050620528,1.7168146,,852.3809524,852.3809524,7.228434487,
2019,Oklahoma,0,0,1,1,Oklahoma2019,Oklahoma2019,43588.5,43588.5,200710.9,200710.9,3.1,3.1,-8.823529412,,-0.35,-0.35,2.617647059,2.617647059,12.20962084,0.962275845,1.597422245,,809.0909091,809.0909091,-8.455471564,
2020,Oklahoma,0,0,1,0,Oklahoma2020,Oklahoma2020,45527.5,45527.5,190893.75,190893.75,6.1,6.1,96.77419355,,-0.925,-0.925,2.589855072,2.589855072,12.15947227,0.951601917,-0.472942297,,838.9671362,838.9671362,-1.061716357,
2006,Oregon,1,1,0,1,Oregon2006,Oregon2006,34000,34000,166107.2,166107.2,5.3,5.3,-14.51612903,,0.25,0.25,2.369565217,2.369565217,12.02038864,0.862706486,5.187153434,,681.25,681.25,-0.87620314,
2007,Oregon,1,1,0,1,Oregon2007,Oregon2007,36062.25,36062.25,168975.15,168975.15,5.2,5.2,-1.886792453,,5,5,2.288732394,2.288732394,12.03750694,0.827998125,0.17073017,,650,650,-3.411293448,
2008,Oregon,1,1,0,0,Oregon2008,Oregon2008,36289.5,36289.5,173598.425,173598.425,6.5,6.5,25,,-3.15,-3.15,2.346666667,2.346666667,12.06450001,0.852995882,4.967119215,,704,704,2.531282082,
2009,Oregon,1,1,0,1,Oregon2009,Oregon2009,36155.5,36155.5,165527.2,165527.2,11.3,11.3,73.84615385,,0.975,0.975,2.440972222,2.440972222,12.01689081,0.892396412,-3.339702632,,724.742268,724.742268,4.018702627,
2010,Oregon,1,1,0,1,Oregon2010,Oregon2010,35213,35213,169234.025,169234.025,10.6,10.6,-6.194690265,,2.7,2.7,2.503703704,2.503703704,12.0390378,0.917771117,0.772535772,,719.1489362,719.1489362,2.569938381,
2011,Oregon,1,1,0,1,Oregon2011,Oregon2011,37040,37040,173831.725,173831.725,9.5,9.5,-10.37735849,,1.475,1.475,2.366666667,2.366666667,12.06584301,0.861482496,2.646606308,,733.6666667,733.6666667,-5.473372779,
2012,Oregon,1,1,0,1,Oregon2012,Oregon2012,39186,39186,174610.975,174610.975,8.8,8.8,-7.368421053,,-0.75,-0.75,2.485357143,2.485357143,12.07031578,0.910416369,1.388484543,,764.7252747,764.7252747,5.015090535,
2013,Oregon,1,1,0,1,Oregon2013,Oregon2013,38373,38373,175933.8,175933.8,7.9,7.9,-10.22727273,,1.75,1.75,2.465034965,2.465034965,12.07786307,0.902205992,-0.866316789,,742.1052632,742.1052632,-0.817676367,
2014,Oregon,1,1,0,1,Oregon2014,Oregon2014,37873.5,37873.5,181220.575,181220.575,6.8,6.8,-13.92405063,,5.775,5.775,2.475862069,2.475862069,12.10747021,0.906588646,1.705502921,,718,718,0.439227198,
2015,Oregon,1,1,0,1,Oregon2015,Oregon2015,43931,43931,189946.55,189946.55,5.6,5.6,-17.64705882,,4.775,4.775,2.5,2.5,12.154498,0.916290732,5.747602229,,750,750,0.974930361,
2016,Oregon,1,1,0,1,Oregon2016,Oregon2016,41715.5,41715.5,198079.325,198079.325,4.8,4.8,-14.28571429,,2.725,2.725,2.425806452,2.425806452,12.19642286,0.886164027,4.747467637,,696.2962963,696.2962963,-2.96774192,
2017,Oregon,1,1,0,1,Oregon2017,Oregon2017,42529,42529,205744.775,205744.775,4.1,4.1,-14.58333333,,5.325,5.325,2.267647059,2.267647059,12.23439172,0.818742756,2.718075582,,647.8991597,647.8991597,-6.519868593,
2018,Oregon,1,1,0,1,Oregon2018,Oregon2018,49503,49503,215208.85,215208.85,4.2,4.2,2.43902439,,2.35,2.35,2.301136364,2.301136364,12.27936423,0.833403072,5.289724981,,675,675,1.476830571,
2019,Oregon,1,1,0,1,Oregon2019,Oregon2019,49876,49876,219458.175,219458.175,3.7,3.7,-11.9047619,,1.2,1.2,2.258953168,2.258953168,12.29891695,0.814901506,2.356024886,,630.7692308,630.7692308,-1.833146295,
2020,Oregon,1,1,0,0,Oregon2020,Oregon2020,54935,54935,212849.675,212849.675,7.6,7.6,105.4054054,,2.875,2.875,2.253457447,2.253457447,12.26834144,0.81246568,1.177250283,,641.8939394,641.8939394,-0.243286186,
2006,Pennsylvania,1,1,0,1,Pennsylvania2006,Pennsylvania2006,33491,33491,597219.25,597219.25,4.6,4.6,-8,,2.425,2.425,2.261029412,2.261029412,13.30003958,0.815820202,0.593972059,,683.3333333,683.3333333,1.261713903,
2007,Pennsylvania,1,1,0,1,Pennsylvania2007,Pennsylvania2007,35009.5,35009.5,617309.875,617309.875,4.4,4.4,-4.347826087,,4,4,2.327402135,2.327402135,13.33312641,0.844752682,2.425250326,,681.25,681.25,2.935509049,
2008,Pennsylvania,1,1,0,0,Pennsylvania2008,Pennsylvania2008,37100.25,37100.25,629807.875,629807.875,5.3,5.3,20.45454545,,-3.575,-3.575,2.166666667,2.166666667,13.35317009,0.773189888,3.951677695,,650,650,-6.906218121,
2009,Pennsylvania,1,1,0,1,Pennsylvania2009,Pennsylvania2009,38300,38300,610147.925,610147.925,8,8,50.94339623,,1.775,1.775,2.222222222,2.222222222,13.32145671,0.798507696,-3.753763146,,660,660,2.564102538,
2010,Pennsylvania,1,1,0,1,Pennsylvania2010,Pennsylvania2010,37463,37463,627726.3,627726.3,8.5,8.5,6.25,,1.95,1.95,2.294736842,2.294736842,13.34985952,0.830618171,1.673564107,,681.25,681.25,3.2631579,
2011,Pennsylvania,0,0,1,1,Pennsylvania2011,Pennsylvania2011,36803.5,36803.5,637114,637114,7.9,7.9,-7.058823529,,3.1,3.1,2.266089965,2.266089965,13.36470388,0.818055864,1.830454445,,688.6435331,688.6435331,-1.24837308,
2012,Pennsylvania,0,0,1,1,Pennsylvania2012,Pennsylvania2012,37015.5,37015.5,647925.85,647925.85,7.8,7.8,-1.265822785,,0.8,0.8,2.24,2.24,13.38153154,0.806475866,3.068257933,,685.7142857,685.7142857,-1.151320795,
2013,Pennsylvania,0,0,1,1,Pennsylvania2013,Pennsylvania2013,38337,38337,655929.175,655929.175,7.4,7.4,-5.128205128,,1.075,1.075,2.3,2.3,13.3938081,0.832909123,0.756360522,,690,690,2.678571429,
2014,Pennsylvania,0,0,1,1,Pennsylvania2014,Pennsylvania2014,41532,41532,669643.125,669643.125,5.9,5.9,-20.27027027,,3.5,3.5,2.333333333,2.333333333,13.4145002,0.84729786,1.054920163,,700,700,1.449275348,
2015,Pennsylvania,1,1,0,1,Pennsylvania2015,Pennsylvania2015,41549,41549,682466.075,682466.075,5.3,5.3,-10.16949153,,0.55,0.55,2.28343949,2.28343949,13.4334681,0.825682854,3.491767417,,682.8571429,682.8571429,-2.138307557,
2016,Pennsylvania,1,1,0,1,Pennsylvania2016,Pennsylvania2016,44975.5,44975.5,688359.375,688359.375,5.4,5.4,1.886792453,,0.55,0.55,2.2875,2.2875,13.44206633,0.827459518,0.521162413,,677.7777778,677.7777778,0.177824287,
2017,Pennsylvania,1,1,0,1,Pennsylvania2017,Pennsylvania2017,43482,43482,694236.475,694236.475,4.9,4.9,-9.259259259,,1.575,1.575,2.220588235,2.220588235,13.45056792,0.797772132,0.519773837,,656.5217391,656.5217391,-2.925104481,
2018,Pennsylvania,1,1,0,1,Pennsylvania2018,Pennsylvania2018,47434,47434,703945.975,703945.975,4.3,4.3,-12.24489796,,1.375,1.375,2.2,2.2,13.46445689,0.78845736,1.568317555,,641.6666667,641.6666667,-0.927152305,
2019,Pennsylvania,1,1,0,1,Pennsylvania2019,Pennsylvania2019,48966.5,48966.5,716173.35,716173.35,4.5,4.5,4.651162791,,0.425,0.425,2.172972973,2.172972973,13.48167753,0.776096264,1.391010385,,638.0952381,638.0952381,-1.228501227,
2020,Pennsylvania,1,1,0,0,Pennsylvania2020,Pennsylvania2020,50530.75,50530.75,683773.875,683773.875,9.1,9.1,102.2222222,,2.475,2.475,2.157894737,2.157894737,13.43538255,0.769133088,0.362222044,,630.7692308,630.7692308,-0.69389892,
2006,Rhode Island,0,0,1,1,Rhode Island2006,Rhode Island2006,36646,36646,52899.55,52899.55,4.9,4.9,-2,,1.225,1.225,2.11,2.11,10.87615011,0.746687947,2.746009467,,652.5773196,652.5773196,-7.506849315,
2007,Rhode Island,0,0,1,1,Rhode Island2007,Rhode Island2007,37617.25,37617.25,51469.05,51469.05,5.2,5.2,6.12244898,,-2.725,-2.725,2.193548387,2.193548387,10.84873594,0.785520501,1.048546832,,680,680,3.959639194,
2008,Rhode Island,0,0,1,0,Rhode Island2008,Rhode Island2008,41432,41432,50575.175,50575.175,7.8,7.8,50,,-3.25,-3.25,2.215282392,2.215282392,10.83121612,0.795379886,-2.759483341,,666.8,666.8,0.990814934,
2009,Rhode Island,0,0,1,1,Rhode Island2009,Rhode Island2009,41920,41920,50004.325,50004.325,11,11,41.02564103,,2.8,2.8,2.20952381,2.20952381,10.81986478,0.792777022,-3.276833721,,669.2307692,669.2307692,-0.259947988,
2010,Rhode Island,0,0,1,1,Rhode Island2010,Rhode Island2010,39168,39168,51332.8,51332.8,11.2,11.2,1.818181818,,-0.275,-0.275,2.256666667,2.256666667,10.8460852,0.813888798,2.776814803,,705.2083333,705.2083333,2.133620683,
2011,Rhode Island,2,1,0,,Rhode Island2011,Rhode Island2011,40011.75,40011.75,51279.65,51279.65,11,11,-1.785714286,,2.55,2.55,2.224069149,2.224069149,10.84504927,0.799338468,-0.430605965,,662.3762376,662.3762376,-1.444498582,
2012,Rhode Island,2,1,0,,Rhode Island2012,Rhode Island2012,39325,39325,51583.025,51583.025,10.4,10.4,-5.454545455,,0.775,0.775,2.27647641,2.27647641,10.85094792,0.822628813,2.448407911,,690,690,2.356368327,
2013,Rhode Island,1,1,0,1,Rhode Island2013,Rhode Island2013,41660,41660,51910.85,51910.85,9.3,9.3,-10.57692308,,-0.025,-0.025,2.271252433,2.271252433,10.8572831,0.820331412,0.739070573,,700,700,-0.229476439,
2014,Rhode Island,1,1,0,1,Rhode Island2014,Rhode Island2014,45105,45105,52293.375,52293.375,7.7,7.7,-17.20430108,,1.1,1.1,2.336666667,2.336666667,10.86462497,0.848725413,-0.040310351,,708.0808081,708.0808081,2.880095275,
2015,Rhode Island,1,1,0,1,Rhode Island2015,Rhode Island2015,45708.5,45708.5,52819.075,52819.075,6,6,-22.07792208,,-0.475,-0.475,2.005780347,2.005780347,10.87462767,0.696033186,1.067694931,,642.5925926,642.5925926,-14.16061284,
2016,Rhode Island,1,1,0,1,Rhode Island2016,Rhode Island2016,43457.25,43457.25,52902.625,52902.625,5.2,5.2,-13.33333333,,-0.075,-0.075,2.157575758,2.157575758,10.87620824,0.768985257,-0.538847975,,659.2592593,659.2592593,7.567898012,
2017,Rhode Island,1,1,0,1,Rhode Island2017,Rhode Island2017,45599.5,45599.5,52608.8,52608.8,4.4,4.4,-15.38461538,,0.2,0.2,2.095142857,2.095142857,10.87063869,0.739621741,-0.186638445,,621.440678,621.440678,-2.893659737,
2018,Rhode Island,1,1,0,1,Rhode Island2018,Rhode Island2018,47783.75,47783.75,52493.85,52493.85,4.1,4.1,-6.818181818,,1.425,1.425,2.001388889,2.001388889,10.8684513,0.693841384,0.155216796,,600.4166667,600.4166667,-4.474824601,
2019,Rhode Island,1,1,0,1,Rhode Island2019,Rhode Island2019,50825,50825,53224.975,53224.975,3.6,3.6,-12.19512195,,-0.45,-0.45,2.005263158,2.005263158,10.88228302,0.695775303,1.390773276,,586.1538462,586.1538462,0.19357902,
2020,Rhode Island,1,1,0,0,Rhode Island2020,Rhode Island2020,53100.5,53100.5,51415.15,51415.15,9.4,9.4,161.1111111,,2.3,2.3,2.0175,2.0175,10.84768816,0.701859121,-0.511700315,,564.3356643,564.3356643,0.610236215,
2006,South Carolina,0,0,1,1,South Carolina2006,South Carolina2006,28633.5,28633.5,173370.9,173370.9,6.4,6.4,-4.47761194,,1.175,1.175,2.468,2.468,12.06318851,0.903408106,2.815831881,,743.373494,743.373494,-2.775757558,
2007,South Carolina,0,0,1,1,South Carolina2007,South Carolina2007,28281,28281,178474.6,178474.6,5.7,5.7,-10.9375,,2.175,2.175,2.509433962,2.509433962,12.09220157,0.920057215,1.1730324,,782.3529412,782.3529412,1.678847731,
2008,South Carolina,0,0,1,0,South Carolina2008,South Carolina2008,31004,31004,176567.55,176567.55,6.8,6.8,19.29824561,,-5.3,-5.3,2.462962963,2.462962963,12.0814588,0.901365082,2.032635818,,738.8888889,738.8888889,-1.85185184,
2009,South Carolina,0,0,1,1,South Carolina2009,South Carolina2009,29313,29313,168851.8,168851.8,11.2,11.2,64.70588235,,0.8,0.8,2.557692308,2.557692308,12.03677669,0.93910541,-5.447536,,782.3529412,782.3529412,3.846153857,
2010,South Carolina,0,0,1,1,South Carolina2010,South Carolina2010,31000,31000,172131,172131,11.2,11.2,0,,2.6,2.6,2.548,2.548,12.05601109,0.935308738,0.770488335,,767.4698795,767.4698795,-0.37894738,
2011,South Carolina,0,0,1,1,South Carolina2011,South Carolina2011,29232.5,29232.5,176083.2,176083.2,10.6,10.6,-5.357142857,,2.55,2.55,2.556,2.556,12.07871189,0.938443537,2.603029223,,788.8888889,788.8888889,0.313971743,
2012,South Carolina,0,0,1,1,South Carolina2012,South Carolina2012,29160,29160,177618.125,177618.125,9.2,9.2,-13.20754717,,0.75,0.75,2.561538462,2.561538462,12.08739116,0.94060804,2.495211765,,792.8571429,792.8571429,0.216684742,
2013,South Carolina,0,0,1,1,South Carolina2013,South Carolina2013,34000,34000,180881.525,180881.525,7.6,7.6,-17.39130435,,1.65,1.65,2.55,2.55,12.10559754,0.936093359,0.625460946,,762.0689655,762.0689655,-0.450450468,
2014,South Carolina,0,0,1,1,South Carolina2014,South Carolina2014,34595,34595,185986.9,185986.9,6.5,6.5,-14.47368421,,3.5,3.5,2.481203008,2.481203008,12.13343152,0.908743526,1.621002574,,733.3333333,733.3333333,-2.697921255,
2015,South Carolina,0,0,1,1,South Carolina2015,South Carolina2015,33506.5,33506.5,192019.85,192019.85,6,6,-7.692307692,,3.5,3.5,2.386861314,2.386861314,12.16535403,0.869979245,3.453085878,,681.25,681.25,-3.802256151,
2016,South Carolina,0,0,1,1,South Carolina2016,South Carolina2016,37391.5,37391.5,198005.675,198005.675,5,5,-16.66666667,,2.975,2.975,2.372881356,2.372881356,12.19605097,0.864104979,3.469755263,,700,700,-0.585704662,
2017,South Carolina,0,0,1,1,South Carolina2017,South Carolina2017,40831,40831,202494.275,202494.275,4.3,4.3,-14,,2.175,2.175,2.348993289,2.348993289,12.21846689,0.853986849,2.967569901,,700,700,-1.006711395,
2018,South Carolina,0,0,1,1,South Carolina2018,South Carolina2018,42003,42003,207772.65,207772.65,3.4,3.4,-20.93023256,,2.55,2.55,2.327666667,2.327666667,12.24419973,0.844866335,2.160106128,,686.6273353,686.6273353,-0.907904765,
2019,South Carolina,0,0,1,1,South Carolina2019,South Carolina2019,42216,42216,212482.85,212482.85,2.8,2.8,-17.64705882,,0.35,0.35,2.321212121,2.321212121,12.26661656,0.842089515,2.556879298,,671.9298246,671.9298246,-0.277296835,
2020,South Carolina,0,0,1,0,South Carolina2020,South Carolina2020,45942,45942,208480.45,208480.45,6.2,6.2,121.4285714,,5.65,5.65,2.323529412,2.323529412,12.24760055,0.843087328,0.282212871,,718.1818182,718.1818182,0.099831074,
2006,South Dakota,0,0,1,1,South Dakota2006,South Dakota2006,28994.5,28994.5,36350.825,36350.825,3.1,3.1,-18.42105263,,4.575,4.575,2.372262774,2.372262774,10.50097218,0.863844257,1.252514094,,650,650,3.141859739,
2007,South Dakota,0,0,1,1,South Dakota2007,South Dakota2007,30808.5,30808.5,37755.925,37755.925,2.8,2.8,-9.677419355,,6.125,6.125,2.10989011,2.10989011,10.5388977,0.746635866,4.178593764,,553.8461538,553.8461538,-11.06001691,
2008,South Dakota,0,0,1,0,South Dakota2008,South Dakota2008,32399.5,32399.5,39080.75,39080.75,3.1,3.1,10.71428571,,-0.675,-0.675,2.21,2.21,10.5733853,0.792992516,5.5768295,,557.1428571,557.1428571,4.744791661,
2009,South Dakota,0,0,1,1,South Dakota2009,South Dakota2009,33132,33132,39987.275,39987.275,4.9,4.9,58.06451613,,0.55,0.55,2.282142857,2.282142857,10.59631656,0.825114851,-1.245666593,,575.6756757,575.6756757,3.26438267,
2010,South Dakota,0,0,1,1,South Dakota2010,South Dakota2010,31207.25,31207.25,40369.6,40369.6,5,5,2.040816327,,6.275,6.275,2.466666667,2.466666667,10.60583231,0.902867712,0.428914575,,672.7272727,672.7272727,8.08555036,
2011,South Dakota,0,0,1,1,South Dakota2011,South Dakota2011,31801,31801,43049.5,43049.5,4.7,4.7,-6,,6.65,6.65,2.193548387,2.193548387,10.6701059,0.785520501,6.199897965,,566.6666667,566.6666667,-11.0723627,
2012,South Dakota,0,0,1,1,South Dakota2012,South Dakota2012,32980.25,32980.25,43901.5,43901.5,4.3,4.3,-8.510638298,,-0.775,-0.775,2.312903226,2.312903226,10.68970377,0.838503543,6.372803158,,602.5210084,602.5210084,5.441176484,
2013,South Dakota,0,0,1,1,South Dakota2013,South Dakota2013,35099.25,35099.25,44147.375,44147.375,3.8,3.8,-11.62790698,,2.825,2.825,2.42,2.42,10.69528875,0.88376754,-1.653300901,,585.483871,585.483871,4.630404454,
2014,South Dakota,0,0,1,1,South Dakota2014,South Dakota2014,36433.25,36433.25,44846.475,44846.475,3.4,3.4,-10.52631579,,-0.275,-0.275,2.287878788,2.287878788,10.71100027,0.827625095,2.787957044,,604,604,-5.459554215,
2015,South Dakota,0,0,1,1,South Dakota2015,South Dakota2015,39863.75,39863.75,45664.525,45664.525,3.1,3.1,-8.823529412,,1.2,1.2,2.185250737,2.185250737,10.72907702,0.781730576,-0.413131751,,617.3333333,617.3333333,-4.485729381,
2016,South Dakota,0,0,1,1,South Dakota2016,South Dakota2016,40002,40002,46075.975,46075.975,3,3,-3.225806452,,3.175,3.175,2.435663842,2.435663842,10.73804694,0.890219344,0.826804179,,625.8210851,625.8210851,11.45923901,
2017,South Dakota,0,0,1,1,South Dakota2017,South Dakota2017,40510.25,40510.25,45878.175,45878.175,3.2,3.2,6.666666667,,0.925,0.925,2.386111111,2.386111111,10.73374479,0.86966489,3.106312402,,609.2198582,609.2198582,-2.034465107,
2018,South Dakota,0,0,1,1,South Dakota2018,South Dakota2018,39457,39457,46454.075,46454.075,3,3,-6.25,,-0.625,-0.625,2.25,2.25,10.74621947,0.810930216,0.406952153,,623.0769231,623.0769231,-5.70430733,
2019,South Dakota,0,0,1,1,South Dakota2019,South Dakota2019,44653,44653,46641,46641,2.8,2.8,-6.666666667,,2,2,2.1215,2.1215,10.75023526,0.752123386,-0.667845342,,554.6405229,554.6405229,-5.711111111,
2020,South Dakota,0,0,1,0,South Dakota2020,South Dakota2020,46298.25,46298.25,46682.75,46682.75,4.6,4.6,64.28571429,,4.825,4.825,2.2375,2.2375,10.75113,0.805359171,1.916552433,,596.6666667,596.6666667,5.467829366,
2006,Tennessee,1,1,0,1,Tennessee2006,Tennessee2006,30479,30479,274879.2,274879.2,5.2,5.2,-7.142857143,,-1.3,-1.3,2.52,2.52,12.52408701,0.924258902,3.12707905,,787.5,787.5,2.43902439,
2007,Tennessee,1,1,0,1,Tennessee2007,Tennessee2007,30869,30869,273224.025,273224.025,4.7,4.7,-9.615384615,,2.725,2.725,2.545384615,2.545384615,12.51804734,0.934281764,-1.420695481,,750.3401361,750.3401361,1.007325992,
2008,Tennessee,1,1,0,0,Tennessee2008,Tennessee2008,33625,33625,274571.05,274571.05,6.6,6.6,40.42553191,,-3.9,-3.9,2.45464684,2.45464684,12.52296534,0.897982898,2.669802242,,733.6666667,733.6666667,-3.564796238,
2009,Tennessee,1,1,0,1,Tennessee2009,Tennessee2009,30594,30594,264737.15,264737.15,10.5,10.5,59.09090909,,0.525,0.525,2.553846154,2.553846154,12.48649273,0.937600519,-4.035435809,,772.0930233,772.0930233,4.041286607,
2010,Tennessee,1,1,0,1,Tennessee2010,Tennessee2010,30280,30280,268449.775,268449.775,9.7,9.7,-7.619047619,,1.975,1.975,2.584,2.584,12.50041912,0.949338586,0.504517843,,769.047619,769.047619,1.180722885,
2011,Tennessee,0,0,1,1,Tennessee2011,Tennessee2011,31014.5,31014.5,276898.25,276898.25,9,9,-7.216494845,,4.525,4.525,2.624,2.624,12.53140539,0.964699871,1.964220018,,780.952381,780.952381,1.547987616,
2012,Tennessee,0,0,1,1,Tennessee2012,Tennessee2012,33442,33442,286341.45,286341.45,7.8,7.8,-13.33333333,,2.275,2.275,2.553846154,2.553846154,12.56494026,0.937600519,4.514792784,,772.0930233,772.0930233,-2.67354596,
2013,Tennessee,0,0,1,1,Tennessee2013,Tennessee2013,33348.5,33348.5,289794.625,289794.625,7.8,7.8,0,,0.1,0.1,2.545801527,2.545801527,12.57692776,0.934445542,2.252059847,,741.1111111,741.1111111,-0.315000455,
2014,Tennessee,0,0,1,1,Tennessee2014,Tennessee2014,32897.5,32897.5,294130.1,294130.1,6.6,6.6,-15.38461538,,3.225,3.225,2.59047619,2.59047619,12.59177747,0.951841716,0.058482407,,755.5555556,755.5555556,1.754836837,
2015,Tennessee,0,0,1,1,Tennessee2015,Tennessee2015,35346,35346,304484.175,304484.175,5.6,5.6,-15.15151515,,2.375,2.375,2.514285714,2.514285714,12.62637439,0.921988753,3.201698263,,733.3333333,733.3333333,-2.941176464,
2016,Tennessee,0,0,1,1,Tennessee2016,Tennessee2016,36592.75,36592.75,310143.225,310143.225,4.7,4.7,-16.07142857,,2.875,2.875,2.413793103,2.413793103,12.64478949,0.881199412,2.368279636,,700,700,-3.996865211,
2017,Tennessee,0,0,1,1,Tennessee2017,Tennessee2017,40426.25,40426.25,318412,318412,3.8,3.8,-19.14893617,,1.55,1.55,2.38,2.38,12.67110142,0.867100488,2.856328808,,673.5849057,673.5849057,-1.399999982,
2018,Tennessee,0,0,1,1,Tennessee2018,Tennessee2018,40401,40401,322648.475,322648.475,3.5,3.5,-7.894736842,,1.65,1.65,2.483333333,2.483333333,12.6843187,0.909601744,1.511354049,,709.5238095,709.5238095,4.341736681,
2019,Tennessee,0,0,1,1,Tennessee2019,Tennessee2019,40051,40051,329111.65,329111.65,3.4,3.4,-2.857142857,,0.9,0.9,2.363636364,2.363636364,12.70415233,0.860201265,1.637192304,,650,650,-4.820012175,
2020,Tennessee,0,0,1,0,Tennessee2020,Tennessee2020,42980.5,42980.5,316325.35,316325.35,7.5,7.5,120.5882353,,8.25,8.25,2.297142857,2.297142857,12.66452655,0.831666115,0.878982992,,670,670,-2.813186834,
2006,Texas,0,0,1,1,Texas2006,Texas2006,32009.25,32009.25,1228547.3,1228547.3,4.9,4.9,-9.259259259,,5.225,5.225,4.292857143,4.292857143,14.02134297,1.456952512,5.451335242,,1541.025641,1541.025641,-16.5925854,
2007,Texas,0,0,1,1,Texas2007,Texas2007,33650,33650,1286192.7,1286192.7,4.3,4.3,-12.24489796,,1.35,1.35,4.355666667,4.355666667,14.06719702,1.471477679,5.221433118,,1551.900238,1551.900238,1.463117032,
2008,Texas,0,0,1,0,Texas2008,Texas2008,35000,35000,1282088.65,1282088.65,4.8,4.8,11.62790698,,0.3,0.3,4.7,4.7,14.06400106,1.547562509,1.229779728,,1566.666667,1566.666667,7.905410568,
2009,Texas,0,0,1,1,Texas2009,Texas2009,35210,35210,1277295.375,1277295.375,7.6,7.6,58.33333333,,1.125,1.125,4.993333333,4.993333333,14.06025541,1.608103689,0.229015791,,1664.444444,1664.444444,6.241134745,
2010,Texas,0,0,1,1,Texas2010,Texas2010,35385,35385,1309962.325,1309962.325,8.1,8.1,6.578947368,,2.775,2.775,3.986666667,3.986666667,14.08550894,1.38295546,1.092026768,,1423.809524,1423.809524,-20.16021361,
2011,Texas,0,0,1,1,Texas2011,Texas2011,35645,35645,1353600.375,1353600.375,7.8,7.8,-3.703703704,,5.05,5.05,4.028333333,4.028333333,14.11827854,1.393352725,2.776522559,,1482.822086,1482.822086,1.045150485,
2012,Texas,0,0,1,1,Texas2012,Texas2012,37011,37011,1421180.1,1421180.1,6.7,6.7,-14.1025641,,4.45,4.45,4,4,14.16699814,1.386294361,5.033655374,,1428.571429,1428.571429,-0.703351254,
2013,Texas,0,0,1,1,Texas2013,Texas2013,37353.25,37353.25,1484700.125,1484700.125,6.3,6.3,-5.970149254,,1.75,1.75,3.951333333,3.951333333,14.21072337,1.374053075,4.429093937,,1347.045455,1347.045455,-1.216666675,
2014,Texas,0,0,1,1,Texas2014,Texas2014,38995.75,38995.75,1529617.125,1529617.125,5.1,5.1,-19.04761905,,8.05,8.05,3.903225806,3.903225806,14.24052802,1.361803341,1.712444401,,1344.444444,1344.444444,-1.217501105,
2015,Texas,0,0,1,1,Texas2015,Texas2015,40290,40290,1605901.675,1605901.675,4.4,4.4,-13.7254902,,0.675,0.675,3.765625,3.765625,14.28919595,1.32591385,8.043590275,,1268.421053,1268.421053,-3.525309906,
2016,Texas,0,0,1,1,Texas2016,Texas2016,43030,43030,1619954.15,1619954.15,4.6,4.6,4.545454545,,1.525,1.525,3.664634146,3.664634146,14.2979084,1.298728507,0.608917787,,1226.530612,1226.530612,-2.681914795,
2017,Texas,0,0,1,1,Texas2017,Texas2017,44500,44500,1664218.575,1664218.575,4.3,4.3,-6.52173913,,4.1,4.1,3.484057971,3.484057971,14.32486625,1.248197698,1.515085252,,1226.530612,1226.530612,-4.927536223,
2018,Texas,0,0,1,1,Texas2018,Texas2018,44950.5,44950.5,1729286.55,1729286.55,3.9,3.9,-9.302325581,,2.825,2.825,3.428571429,3.428571429,14.36321948,1.232143681,4.070416399,,1200,1200,-1.592583776,
2019,Texas,0,0,1,1,Texas2019,Texas2019,44779.75,44779.75,1785317.9,1785317.9,3.5,3.5,-10.25641026,,1.7,1.7,3.347945205,3.347945205,14.39510705,1.208346786,2.83609455,,1131.481481,1131.481481,-2.3515982,
2020,Texas,0,0,1,0,Texas2020,Texas2020,48433.75,48433.75,1734321.1,1734321.1,7.6,7.6,117.1428571,,2.3,2.3,3.307894737,3.307894737,14.3661266,1.196311956,1.552730438,,1163.888889,1163.888889,-1.196270116,
2006,Utah,0,0,1,1,Utah2006,Utah2006,35038,35038,118482.35,118482.35,3,3,-26.82926829,,4.475,4.475,1.804347826,1.804347826,11.68251928,5.772161982,8.106734648,,664,664,4.877717357,
