Year,State,GOS_old,GOS,GOS_R,Non-Crisis Year,Concantenate,Merged,Income_inequality_merged,Income_inequality,GDP_merged,GDP,UR_merged,UR,Ugrowth,u growth dummy,X.change.in.real.GDP_merged,pcrgdp,ineq_merged,ineq,lrgdp,lii,GDP_Growth,_dummy,income_difference_in%_merged,inc_diff,perchg_inc_ineq,inc diff log
2013,Massachusetts,1,1,0,1,Massachusetts2013,Massachusetts2013,47700,47700,444874.025,444874.025,6.7,6.7,0,,0.075,0.075,2.423333333,2.423333333,13.00554643,0.885144003,0.564882281,,807.7777778,807.7777778,-2.059276369,
2014,Massachusetts,1,1,0,1,Massachusetts2014,Massachusetts2014,48385.5,48385.5,451568.925,451568.925,5.7,5.7,-14.92537313,,4.675,4.675,2.405405405,2.405405405,13.0204833,0.877718457,0.050134056,,809.0909091,809.0909091,-0.739804457,
2015,Massachusetts,0,0,1,1,Massachusetts2015,Massachusetts2015,51261,51261,468060.9,468060.9,4.8,4.8,-15.78947368,,1.575,1.575,2.320209974,2.320209974,13.05635369,0.841657688,4.665686016,,762.0689655,762.0689655,-3.541832525,
2016,Massachusetts,0,0,1,1,Massachusetts2016,Massachusetts2016,52015.25,52015.25,475349.025,475349.025,3.9,3.9,-18.75,,1.475,1.475,2.285,2.285,13.0718046,0.826366024,1.541845516,,761.6666667,761.6666667,-1.517533947,
2017,Massachusetts,0,0,1,1,Massachusetts2017,Massachusetts2017,55770.5,55770.5,484413.8,484413.8,3.8,3.8,-2.564102564,,4.1,4.1,2.328431373,2.328431373,13.09069478,0.84519481,1.462807577,,791.6666667,791.6666667,1.900716543,
2018,Massachusetts,0,0,1,1,Massachusetts2018,Massachusetts2018,59939.75,59939.75,502954.275,502954.275,3.3,3.3,-13.15789474,,3.2,3.2,2.302158273,2.302158273,13.12825454,0.833847062,4.096999649,,738.4615385,738.4615385,-1.128360505,
2019,Massachusetts,0,0,1,1,Massachusetts2019,Massachusetts2019,60588,60588,517727.1,517727.1,3.1,3.1,-6.060606061,,0.725,0.725,2.242222222,2.242222222,13.15720355,0.807467437,3.173397751,,715.6028369,715.6028369,-2.603472216,
2020,Massachusetts,0,0,1,0,Massachusetts2020,Massachusetts2020,67999,67999,498576.975,498576.975,8.9,8.9,187.0967742,,3.05,3.05,2.251702128,2.251702128,13.11951327,0.811686432,0.683784182,,746.8595625,746.8595625,0.422790654,
2006,Michigan,1,1,0,1,Michigan2006,Michigan2006,36000,36000,449853.5,449853.5,7,7,2.941176471,,-0.3,-0.3,2.538461538,2.538461538,13.01667725,0.931558204,-1.327348042,,864.2857143,864.2857143,-1.610017907,
2007,Michigan,1,1,0,1,Michigan2007,Michigan2007,36075,36075,446943.15,446943.15,7,7,0,,-3.775,-3.775,2.624137931,2.624137931,13.01018668,0.964752435,-0.349590793,,905.952381,905.952381,3.375130634,
2008,Michigan,1,1,0,0,Michigan2008,Michigan2008,38148.25,38148.25,420973.95,420973.95,8,8,14.28571429,,-12.1,-12.1,2.534482759,2.534482759,12.95032623,0.929989576,-3.801997989,,864.7058824,864.7058824,-3.416557146,
2009,Michigan,1,1,0,1,Michigan2009,Michigan2009,36819.75,36819.75,383140.075,383140.075,13.7,13.7,71.25,,2.9,2.9,2.616788321,2.616788321,12.85615593,0.961947734,-12.39661497,,863.8554217,863.8554217,3.247430337,
2010,Michigan,1,1,0,1,Michigan2010,Michigan2010,35737.5,35737.5,404216.85,404216.85,12.6,12.6,-8.02919708,,5.85,5.85,2.614814815,2.614814815,12.90970677,0.961193279,2.838344501,,840.4761905,840.4761905,-0.075417105,
2011,Michigan,0,0,1,1,Michigan2011,Michigan2011,36415,36415,414834.35,414834.35,10.4,10.4,-17.46031746,,2.55,2.55,2.613428895,2.613428895,12.93563456,0.960663112,5.688748613,,837.7509069,837.7509069,-0.053002606,
2012,Michigan,0,0,1,1,Michigan2012,Michigan2012,38600,38600,422691.175,422691.175,9.1,9.1,-12.5,,1.4,1.4,2.522101449,2.522101449,12.95439711,0.925092462,2.419323526,,828.6904762,828.6904762,-3.494544894,
2013,Michigan,0,0,1,1,Michigan2013,Michigan2013,40022,40022,428737.6,428737.6,8.8,8.8,-3.296703297,,-0.075,-0.075,2.465277778,2.465277778,12.96860036,0.90230449,1.387403077,,788.8888889,788.8888889,-2.25302876,
2014,Michigan,0,0,1,1,Michigan2014,Michigan2014,41154.75,41154.75,434313.125,434313.125,7.2,7.2,-18.18181818,,3,3,2.397959184,2.397959184,12.98152104,0.874618036,-0.092848145,,742.1052632,742.1052632,-2.730669728,
2015,Michigan,0,0,1,1,Michigan2015,Michigan2015,38007,38007,443831.225,443831.225,5.4,5.4,-25,,1.55,1.55,2.4,2.4,13.00319965,0.875468737,2.970229403,,720,720,0.085106369,
2016,Michigan,0,0,1,1,Michigan2016,Michigan2016,41404.75,41404.75,452325.225,452325.225,5,5,-7.407407407,,1.8,1.8,2.466666667,2.466666667,13.02215672,0.902867712,1.55219085,,740,740,2.777777792,
2017,Michigan,0,0,1,1,Michigan2017,Michigan2017,42269,42269,457764.875,457764.875,4.6,4.6,-8,,2.75,2.75,2.321875,2.321875,13.03411096,0.842375049,1.758156606,,694.3925234,694.3925234,-5.869932445,
2018,Michigan,0,0,1,1,Michigan2018,Michigan2018,46637.25,46637.25,467830.45,467830.45,4.1,4.1,-10.86956522,,-0.525,-0.525,2.363636364,2.363636364,13.05586122,0.860201265,2.744077767,,709.0909091,709.0909091,1.798605179,
2019,Michigan,1,1,0,1,Michigan2019,Michigan2019,46851,46851,467300.225,467300.225,4.1,4.1,0,,-0.375,-0.375,2.257142857,2.257142857,13.05472721,0.814099791,-0.549254812,,658.3333333,658.3333333,-4.505494526,
2020,Michigan,1,1,0,0,Michigan2020,Michigan2020,51246,51246,445682.575,445682.575,9.9,9.9,141.4634146,,5.675,5.675,2.188333333,2.188333333,13.00736226,0.783140219,-0.424257914,,644.6808511,644.6808511,-3.048523215,
2006,Minnesota,0,0,1,1,Minnesota2006,Minnesota2006,37406,37406,284381.95,284381.95,4,4,-2.43902439,,-1.125,-1.125,2.242424242,2.242424242,12.55807351,0.807557532,1.263994017,,616.6666667,616.6666667,-1.622678428,
2007,Minnesota,0,0,1,1,Minnesota2007,Minnesota2007,39859.25,39859.25,286299.2,286299.2,4.6,4.6,15,,2.85,2.85,2.257428571,2.257428571,12.5647927,0.814226365,-1.174499466,,658.4166667,658.4166667,0.669111969,
2008,Minnesota,0,0,1,0,Minnesota2008,Minnesota2008,40168.5,40168.5,288420.65,288420.65,5.4,5.4,17.39130435,,-4.45,-4.45,2.283286119,2.283286119,12.57217528,0.825615686,2.809655999,,650,650,1.145442577,
2009,Minnesota,0,0,1,1,Minnesota2009,Minnesota2009,40000,40000,277494.1,277494.1,7.8,7.8,44.44444444,,1.425,1.425,2.314285714,2.314285714,12.53355495,0.839101093,-4.671331227,,675,675,1.35767457,
2010,Minnesota,0,0,1,1,Minnesota2010,Minnesota2010,40552,40552,287140.125,287140.125,7.4,7.4,-5.128205128,,3.875,3.875,2.4,2.4,12.56772562,0.875468737,1.374973457,,700,700,3.703703717,
2011,Minnesota,1,1,0,1,Minnesota2011,Minnesota2011,40519.5,40519.5,293783.15,293783.15,6.5,6.5,-12.16216216,,2.6,2.6,2.342857143,2.342857143,12.59059719,0.851371186,3.721060352,,683.3333333,683.3333333,-2.380952375,
2012,Minnesota,1,1,0,1,Minnesota2012,Minnesota2012,42090.25,42090.25,298328.3,298328.3,5.6,5.6,-13.84615385,,1.05,1.05,2.35,2.35,12.60594984,0.854415328,2.512327524,,660.9375,660.9375,0.304878043,
2013,Minnesota,1,1,0,1,Minnesota2013,Minnesota2013,42301,42301,305486.425,305486.425,5,5,-10.71428571,,2.7,2.7,2.377717391,2.377717391,12.62966062,0.866140948,1.038817908,,700,700,1.179463447,
2014,Minnesota,1,1,0,1,Minnesota2014,Minnesota2014,45669.5,45669.5,314091.35,314091.35,4.2,4.2,-16,,3.15,3.15,2.273684211,2.273684211,12.65743915,0.821401516,2.646073803,,635.2941176,635.2941176,-4.375338314,
2015,Minnesota,1,1,0,1,Minnesota2015,Minnesota2015,47721,47721,318913.225,318913.225,3.7,3.7,-11.9047619,,0.625,0.625,2.19769821,2.19769821,12.67267432,0.787410544,3.093401658,,596.7361111,596.7361111,-3.341976895,
2016,Minnesota,1,1,0,1,Minnesota2016,Minnesota2016,45102.75,45102.75,324030.3,324030.3,3.9,3.9,5.405405405,,2.85,2.85,2.265,2.265,12.68859231,0.817574759,0.591503505,,604,604,3.06237634,
2017,Minnesota,1,1,0,1,Minnesota2017,Minnesota2017,48494.5,48494.5,328696.075,328696.075,3.4,3.4,-12.82051282,,1.625,1.625,2.25,2.25,12.70288882,0.810930216,2.81465829,,600,600,-0.662251656,
2018,Minnesota,1,1,0,1,Minnesota2018,Minnesota2018,50210.25,50210.25,338524.525,338524.525,2.9,2.9,-14.70588235,,0.9,0.9,2.247619048,2.247619048,12.73235182,0.809871455,1.588346943,,605.1282051,605.1282051,-0.105820089,
2019,Minnesota,1,1,0,1,Minnesota2019,Minnesota2019,50261.5,50261.5,340130.4,340130.4,3.4,3.4,17.24137931,,-0.3,-0.3,2.173333333,2.173333333,12.73708435,0.776262087,0.865942867,,568.6046512,568.6046512,-3.305084777,
2020,Minnesota,1,1,0,0,Minnesota2020,Minnesota2020,54286,54286,326635.625,326635.625,6.2,6.2,82.35294118,,2.425,2.425,2.130434783,2.130434783,12.69660053,0.756326082,-0.353757938,,544.4444444,544.4444444,-1.973859663,
2006,Mississippi,0,0,1,1,Mississippi2006,Mississippi2006,26187,26187,99005.825,99005.825,6.5,6.5,-13.33333333,,1.8,1.8,3.081818182,3.081818182,11.50293397,1.125519742,2.271870445,,941.6666667,941.6666667,7.72312795,
2007,Mississippi,0,0,1,1,Mississippi2007,Mississippi2007,29000,29000,100211.75,100211.75,6.1,6.1,-6.153846154,,2.35,2.35,3.082969432,3.082969432,11.51504073,1.125893234,1.751297883,,954.0540541,954.0540541,0.037356195,
2008,Mississippi,0,0,1,0,Mississippi2008,Mississippi2008,29988,29988,101777.625,101777.625,6.6,6.6,8.196721311,,-2.7,-2.7,2.892,2.892,11.53054557,1.061948304,2.313491189,,938.961039,938.961039,-6.194334268,
2009,Mississippi,0,0,1,1,Mississippi2009,Mississippi2009,28318.5,28318.5,98000.65,98000.65,9.5,9.5,43.93939394,,-0.875,-0.875,3.1,3.1,11.49272939,1.131402111,-2.820547625,,978.9473684,978.9473684,7.192254495,
2010,Mississippi,0,0,1,1,Mississippi2010,Mississippi2010,27000,27000,98601.05,98601.05,10.4,10.4,9.473684211,,-0.25,-0.25,2.882608696,2.882608696,11.49883719,1.058695681,-0.90039939,,884,884,-7.01262271,
2011,Mississippi,0,0,1,1,Mississippi2011,Mississippi2011,29698.25,29698.25,98515.775,98515.775,10,10,-3.846153846,,4,4,2.969565217,2.969565217,11.49797197,1.088415551,-0.27749691,,887.012987,887.012987,3.016591226,
2012,Mississippi,0,0,1,1,Mississippi2012,Mississippi2012,29862.75,29862.75,100448.45,100448.45,9,9,-10,,-0.425,-0.425,3.072340426,3.072340426,11.51739994,1.122439625,3.976677424,,925.6410256,925.6410256,3.460951402,
2013,Mississippi,0,0,1,1,Mississippi2013,Mississippi2013,29160,29160,100331.2,100331.2,8.5,8.5,-5.555555556,,-1.325,-1.325,2.795833333,2.795833333,11.51623199,1.028130214,-0.604892925,,849.3670886,849.3670886,-8.999884605,
2014,Mississippi,0,0,1,1,Mississippi2014,Mississippi2014,30593,30593,100283.625,100283.625,7.5,7.5,-11.76470588,,0.65,0.65,2.775510204,2.775510204,11.5157577,1.020834588,-1.485709755,,850,850,-0.726907744,
2015,Mississippi,0,0,1,1,Mississippi2015,Mississippi2015,31005.25,31005.25,100482.425,100482.425,6.4,6.4,-14.66666667,,1.65,1.65,2.716,2.716,11.51773812,0.99916021,0.580029132,,838.2716049,838.2716049,-2.144117644,
2016,Mississippi,0,0,1,1,Mississippi2016,Mississippi2016,33356.5,33356.5,101255.275,101255.275,5.8,5.8,-9.375,,0.475,0.475,2.817120623,2.817120623,11.52540008,1.035715308,1.63383854,,841.8604651,841.8604651,3.723145177,
2017,Mississippi,0,0,1,1,Mississippi2017,Mississippi2017,34441,34441,101642.075,101642.075,5.1,5.1,-12.06896552,,-0.975,-0.975,2.587121212,2.587121212,11.52921285,0.950545756,0.463102373,,785.0574713,785.0574713,-8.164343732,
2018,Mississippi,0,0,1,1,Mississippi2018,Mississippi2018,32849.5,32849.5,101131.55,101131.55,4.8,4.8,-5.882352941,,-0.5,-0.5,2.638059701,2.638059701,11.52417742,0.970043685,-0.980805097,,803.4090909,803.4090909,1.96892549,
2019,Mississippi,0,0,1,1,Mississippi2019,Mississippi2019,34780,34780,101525.15,101525.15,5.4,5.4,12.5,,1.8,1.8,2.682656827,2.682656827,11.52806183,0.986807657,-0.518952243,,781.7204301,781.7204301,1.690527549,
2020,Mississippi,0,0,1,0,Mississippi2020,Mississippi2020,37170,37170,99667.45,99667.45,8.1,8.1,50,,4.475,4.475,2.482876712,2.482876712,11.50959442,0.909417852,1.745063079,,763.1578947,763.1578947,-7.447099196,
2006,Missouri,0,0,1,1,Missouri2006,Missouri2006,32635,32635,267221.1,267221.1,4.8,4.8,-11.11111111,,-1.6,-1.6,2.433333333,2.433333333,12.49583168,0.889262059,1.437776716,,706.4516129,706.4516129,1.07692308,
2007,Missouri,0,0,1,1,Missouri2007,Missouri2007,34194.5,34194.5,267691.15,267691.15,5.1,5.1,6.25,,3.225,3.225,2.357142857,2.357142857,12.49758917,0.857450232,-1.638419579,,660,660,-3.131115452,
2008,Missouri,0,0,1,0,Missouri2008,Missouri2008,33972,33972,273436.225,273436.225,6.1,6.1,19.60784314,,-1.525,-1.525,2.413793103,2.413793103,12.51882369,0.881199412,3.219811628,,700,700,2.40334377,
2009,Missouri,1,1,0,1,Missouri2009,Missouri2009,34912.25,34912.25,266834.9,266834.9,9.3,9.3,52.45901639,,1.4,1.4,2.43902439,2.43902439,12.49438539,0.891598119,-1.856202514,,700,700,1.045296176,
2010,Missouri,1,1,0,1,Missouri2010,Missouri2010,36056.5,36056.5,270732.9,270732.9,9.6,9.6,3.225806452,,-1.075,-1.075,2.478571429,2.478571429,12.508888,0.907682358,1.418744545,,722.9166667,722.9166667,1.621428599,
2011,Missouri,1,1,0,1,Missouri2011,Missouri2011,36495.5,36495.5,268533.8,268533.8,8.5,8.5,-11.45833333,,2.075,2.075,2.478571429,2.478571429,12.50073207,0.907682358,-1.120228591,,722.9166667,722.9166667,0,
2012,Missouri,1,1,0,1,Missouri2012,Missouri2012,37000,37000,271535.15,271535.15,6.9,6.9,-18.82352941,,0.975,0.975,2.413427562,2.413427562,12.51184688,0.881047962,2.067225054,,704.1237113,704.1237113,-2.628282818,
2013,Missouri,1,1,0,1,Missouri2013,Missouri2013,37353.5,37353.5,274599.275,274599.275,6.7,6.7,-2.898550725,,-1.4,-1.4,2.356902357,2.356902357,12.52306813,0.857348196,0.903976558,,700,700,-2.342113179,
2014,Missouri,1,1,0,1,Missouri2014,Missouri2014,37674.75,37674.75,276080.675,276080.675,6.1,6.1,-8.955223881,,3.025,3.025,2.333333333,2.333333333,12.5284484,0.84729786,-1.422413997,,700,700,-1.000000018,
2015,Missouri,1,1,0,1,Missouri2015,Missouri2015,41462.5,41462.5,279020.85,279020.85,5,5,-18.03278689,,-0.275,-0.275,2.376666667,2.376666667,12.53904179,0.865698946,3.002238369,,660.1851852,660.1851852,1.857142886,
2016,Missouri,1,1,0,1,Missouri2016,Missouri2016,40103,40103,279109.125,279109.125,4.6,4.6,-8,,0.35,0.35,2.296875,2.296875,12.53935811,0.831549503,-0.293842761,,650.4424779,650.4424779,-3.357293141,
2017,Missouri,0,0,1,1,Missouri2017,Missouri2017,41052.75,41052.75,282174.175,282174.175,3.8,3.8,-17.39130435,,1.55,1.55,2.34375,2.34375,12.5502798,0.851752211,0.334163597,,625,625,2.040816327,
2018,Missouri,0,0,1,1,Missouri2018,Missouri2018,44022.25,44022.25,285995.075,285995.075,3.2,3.2,-15.78947368,,1.8,1.8,2.321428571,2.321428571,12.56372987,0.84218276,1.531253019,,650,650,-0.952380971,
2019,Missouri,0,0,1,1,Missouri2019,Missouri2019,45418.25,45418.25,290842.025,290842.025,3.1,3.1,-3.125,,0.225,0.225,2.252857143,2.252857143,12.58053553,0.812199252,1.783007614,,648.9711934,648.9711934,-2.95384613,
2020,Missouri,0,0,1,0,Missouri2020,Missouri2020,45487,45487,282654.2,282654.2,6.1,6.1,96.77419355,,3.675,3.675,2.277777778,2.277777778,12.55197952,0.823200309,0.156431831,,630.7692308,630.7692308,1.106179106,
2006,Montana,1,1,0,1,Montana2006,Montana2006,26462,26462,38577.55,38577.55,3.5,3.5,-20.45454545,,5.55,5.55,2.116666667,2.116666667,10.56042578,0.749842524,1.732475539,,552.173913,552.173913,9.558316097,
2007,Montana,1,1,0,1,Montana2007,Montana2007,30718,30718,40438.3,40438.3,3.6,3.6,2.857142857,,1.975,1.975,2.35546875,2.35546875,10.60753263,0.856739752,5.521813482,,621.6494845,621.6494845,11.28198817,
2008,Montana,1,1,0,0,Montana2008,Montana2008,31628,31628,40471.125,40471.125,5.1,5.1,41.66666667,,-2.675,-2.675,2.244444444,2.244444444,10.60834404,0.808458027,1.99191448,,606,606,-4.713469707,
2009,Montana,1,1,0,1,Montana2009,Montana2009,32144.5,32144.5,39513.4,39513.4,6.8,6.8,33.33333333,,2,2,2.115384615,2.115384615,10.58439513,0.749236647,-2.683096419,,550,550,-5.750190402,
2010,Montana,1,1,0,1,Montana2010,Montana2010,30785,30785,40793.75,40793.75,7.3,7.3,7.352941176,,2.775,2.775,2.132142857,2.132142857,10.61628416,0.75712751,1.802826256,,579.6116505,579.6116505,0.792207804,
2011,Montana,1,1,0,1,Montana2011,Montana2011,31147,31147,41875.7,41875.7,6.9,6.9,-5.479452055,,2.175,2.175,2.214814815,2.214814815,10.64246099,0.795168795,2.768544901,,586.2745098,586.2745098,3.877411766,
2012,Montana,1,1,0,1,Montana2012,Montana2012,30084.5,30084.5,42340.875,42340.875,6,6,-13.04347826,,0.95,0.95,2.298850575,2.298850575,10.65350821,0.832409248,2.115155246,,600,600,3.794256722,
2013,Montana,1,1,0,1,Montana2013,Montana2013,33055.5,33055.5,42968.25,42968.25,5.4,5.4,-10,,0.95,0.95,2.261484099,2.261484099,10.66821675,0.816021279,0.910863484,,640,640,-1.625441706,
2014,Montana,1,1,0,1,Montana2014,Montana2014,33121.75,33121.75,43829.125,43829.125,4.7,4.7,-12.96296296,,5.1,5.1,2.280701754,2.280701754,10.68805383,0.824483182,0.943479884,,650,650,0.849780682,
2015,Montana,1,1,0,1,Montana2015,Montana2015,38196.5,38196.5,45395.75,45395.75,4.2,4.2,-10.63829787,,-2.125,-2.125,2.218333333,2.218333333,10.72317377,0.796756163,5.07879777,,578.6956522,578.6956522,-2.734615383,
2016,Montana,1,1,0,1,Montana2016,Montana2016,38863,38863,44436.8,44436.8,4.1,4.1,-2.380952381,,2.45,2.45,2.199593347,2.199593347,10.70182323,0.788272501,-2.18312462,,599.3642144,599.3642144,-0.844777731,
2017,Montana,1,1,0,1,Montana2017,Montana2017,41008,41008,45910.525,45910.525,3.9,3.9,-4.87804878,,3.125,3.125,2.238244514,2.238244514,10.73444967,0.80569186,2.333735934,,595,595,1.757196031,
2018,Montana,1,1,0,1,Montana2018,Montana2018,44137,44137,46614.1,46614.1,3.7,3.7,-5.128205128,,-0.6,-0.6,2.146875,2.146875,10.74965835,0.764013296,3.011527853,,558.5365854,558.5365854,-4.082195374,
2019,Montana,1,1,0,1,Montana2019,Montana2019,41856.25,41856.25,46788.025,46788.025,3.6,3.6,-2.702702703,,0.2,0.2,2.082857143,2.082857143,10.75338257,0.733740578,-0.625790773,,602.4793388,602.4793388,-2.981908914,
2020,Montana,1,1,0,0,Montana2020,Montana2020,44326,44326,46158.1,46158.1,5.9,5.9,63.88888889,,6.1,6.1,2.062857143,2.062857143,10.73982774,0.724091984,0.123241024,,564.0625,564.0625,-0.960219479,
2006,Nebraska,0,0,1,1,Nebraska2006,Nebraska2006,31468.25,31468.25,91832.725,91832.725,3.1,3.1,-18.42105263,,3.725,3.725,2.475,2.475,11.42772399,0.906240396,3.403856913,,660,660,7.943925227,
2007,Nebraska,0,0,1,1,Nebraska2007,Nebraska2007,33227.75,33227.75,93910.85,93910.85,3,3,-3.225806452,,1.025,1.025,2.6,2.6,11.45010121,0.955511445,3.347901268,,650,650,5.050505051,
2008,Nebraska,0,0,1,0,Nebraska2008,Nebraska2008,36822.5,36822.5,93840.45,93840.45,3.3,3.3,10,,-0.65,-0.65,2.420529801,2.420529801,11.44935128,0.883986442,0.96873591,,614.2857143,614.2857143,-6.902699962,
2009,Nebraska,0,0,1,1,Nebraska2009,Nebraska2009,35856.5,35856.5,93977.575,93977.575,4.6,4.6,39.39393939,,2.3,2.3,2.486666667,2.486666667,11.45081147,0.910943126,-1.216047338,,654.3859649,654.3859649,2.732330169,
2010,Nebraska,0,0,1,1,Nebraska2010,Nebraska2010,34941,34941,97466.15,97466.15,4.6,4.6,0,,7.225,7.225,2.443333333,2.443333333,11.48726042,0.893363227,2.208053885,,626.4957265,626.4957265,-1.742627372,
2011,Nebraska,0,0,1,1,Nebraska2011,Nebraska2011,35843,35843,102587.375,102587.375,4.4,4.4,-4.347826087,,0.35,0.35,2.5,2.5,11.53847015,0.916290732,7.075721847,,650,650,2.31923603,
2012,Nebraska,0,0,1,1,Nebraska2012,Nebraska2012,37879.5,37879.5,102725.925,102725.925,4,4,-9.090909091,,2.9,2.9,2.529411765,2.529411765,11.5398198,0.927986772,0.101990578,,716.6666667,716.6666667,1.1764706,
2013,Nebraska,0,0,1,1,Nebraska2013,Nebraska2013,35880,35880,104680.025,104680.025,3.8,3.8,-5,,1.525,1.525,2.48502994,2.48502994,11.5586636,0.910284708,2.776264905,,691.6666667,691.6666667,-1.75463029,
2014,Nebraska,0,0,1,1,Nebraska2014,Nebraska2014,37909.75,37909.75,107936.75,107936.75,3.3,3.3,-13.15789474,,3.45,3.45,2.485714286,2.485714286,11.58930069,0.910560057,1.425747171,,669.2307692,669.2307692,0.027538743,
2015,Nebraska,0,0,1,1,Nebraska2015,Nebraska2015,39689.5,39689.5,111401.45,111401.45,3,3,-9.090909091,,0.85,0.85,2.450704225,2.450704225,11.62089562,0.896375422,3.414740302,,669.2307692,669.2307692,-1.40845073,
2016,Nebraska,0,0,1,1,Nebraska2016,Nebraska2016,39893,39893,112611.525,112611.525,3.1,3.1,3.333333333,,1.925,1.925,2.362162162,2.362162162,11.63169934,0.85957737,0.793750136,,642.6470588,642.6470588,-3.612923261,
2017,Nebraska,0,0,1,1,Nebraska2017,Nebraska2017,41612,41612,114480.875,114480.875,2.9,2.9,-6.451612903,,3.675,3.675,2.2265625,2.2265625,11.64816306,0.800458916,1.82840955,,589.6551724,589.6551724,-5.740489124,
2018,Nebraska,0,0,1,1,Nebraska2018,Nebraska2018,42017,42017,116904.4,116904.4,2.8,2.8,-3.448275862,,-0.45,-0.45,2.251282051,2.251282051,11.66911179,0.811499854,3.645684663,,618.3098592,618.3098592,1.110211413,
2019,Nebraska,0,0,1,1,Nebraska2019,Nebraska2019,46528,46528,118286.525,118286.525,3,3,7.142857143,,2.375,2.375,2.34,2.34,11.68086514,0.850150929,-0.511762349,,607.7922078,607.7922078,3.9407745,
2020,Nebraska,0,0,1,0,Nebraska2020,Nebraska2020,47706.25,47706.25,117664.9,117664.9,4.2,4.2,40,,7.125,7.125,2.317073171,2.317073171,11.67559603,0.840304825,2.292836525,,633.3333333,633.3333333,-0.979779017,
2006,Nevada,0,0,1,1,Nevada2006,Nevada2006,33681,33681,142967.05,142967.05,4,4,-2.43902439,,1.15,1.15,2.5625,2.5625,11.87036946,0.940983344,5.299103114,,683.3333333,683.3333333,-5.431547607,
2007,Nevada,0,0,1,1,Nevada2007,Nevada2007,33618,33618,144107.075,144107.075,4.5,4.5,12.5,,-0.125,-0.125,2.764411765,2.764411765,11.87831188,1.016827869,1.114701838,,782.5978351,782.5978351,7.879483512,
2008,Nevada,0,0,1,0,Nevada2008,Nevada2008,35242.5,35242.5,139954.25,139954.25,6.7,6.7,48.88888889,,-8.125,-8.125,2.588235294,2.588235294,11.84907086,0.95097629,-0.265009219,,733.3333333,733.3333333,-6.37301842,
2009,Nevada,0,0,1,1,Nevada2009,Nevada2009,37626.75,37626.75,128241.25,128241.25,11.3,11.3,68.65671642,,-2.8,-2.8,2.684848485,2.684848485,11.76166853,0.987624296,-8.222065271,,777.1929825,777.1929825,3.73278238,
2010,Nevada,0,0,1,1,Nevada2010,Nevada2010,35834.25,35834.25,129828.375,129828.375,13.5,13.5,19.46902655,,2.075,2.075,2.633333333,2.633333333,11.77396866,0.968250471,-2.878169174,,790,790,-1.91873591,
2011,Nevada,0,0,1,1,Nevada2011,Nevada2011,36882.5,36882.5,130697.85,130697.85,13,13,-3.703703704,,0.35,0.35,2.625,2.625,11.78064345,0.965080896,1.990483812,,804.2553191,804.2553191,-0.316455684,
2012,Nevada,0,0,1,1,Nevada2012,Nevada2012,34281,34281,129312.9,129312.9,11.2,11.2,-13.84615385,,-0.2,-0.2,2.533333333,2.533333333,11.76999033,0.929535958,0.280191198,,760,760,-3.492063505,
2013,Nevada,0,0,1,1,Nevada2013,Nevada2013,36606,36606,129720.9,129720.9,9.6,9.6,-14.28571429,,0.125,0.125,2.503333333,2.503333333,11.7731405,0.917623177,-0.264128778,,758.5858586,758.5858586,-1.184210526,
2014,Nevada,0,0,1,1,Nevada2014,Nevada2014,38000,38000,130897.35,130897.35,7.9,7.9,-17.70833333,,3.15,3.15,2.366666667,2.366666667,11.78216871,0.861482496,0.092150998,,710,710,-5.459387457,
2015,Nevada,0,0,1,1,Nevada2015,Nevada2015,36018,36018,136347.375,136347.375,6.8,6.8,-13.92405063,,3.025,3.025,2.462,2.462,11.82296114,0.900974028,3.112559147,,721.2890625,721.2890625,4.028168999,
2016,Nevada,0,0,1,1,Nevada2016,Nevada2016,37637,37637,140081.2,140081.2,5.7,5.7,-16.17647059,,4.375,4.375,2.529220779,2.529220779,11.84997753,0.927911263,2.990258239,,728.0373832,728.0373832,2.73033221,
2017,Nevada,0,0,1,1,Nevada2017,Nevada2017,41804.25,41804.25,145699.9,145699.9,5.1,5.1,-10.52631579,,3.85,3.85,2.372727273,2.372727273,11.88930431,0.864040042,4.322999505,,669.2307692,669.2307692,-6.18741975,
2018,Nevada,0,0,1,1,Nevada2018,Nevada2018,38627,38627,150711.625,150711.625,4.6,4.6,-9.803921569,,3.825,3.825,2.371428571,2.371428571,11.92312352,0.863492546,3.779655039,,691.6666667,691.6666667,-0.054734567,
2019,Nevada,1,1,0,1,Nevada2019,Nevada2019,43998,43998,156828.85,156828.85,4,4,-13.04347826,,1.725,1.725,2.361111111,2.361111111,11.96291036,0.859132318,3.797936633,,680,680,-0.435073615,
2020,Nevada,1,1,0,0,Nevada2020,Nevada2020,50000,50000,145219.075,145219.075,12.8,12.8,220,,4.225,4.225,2.444444444,2.444444444,11.88599874,0.893817876,1.692627856,,733.3333333,733.3333333,3.529411751,
2006,New Hampshire,1,1,0,1,New Hampshire2006,New Hampshire2006,39127.25,39127.25,66628.2,66628.2,3.4,3.4,-5.555555556,,1.025,1.025,2.073170732,2.073170732,11.10688319,0.72907919,1.765347063,,566.6666667,566.6666667,-0.475555698,
2007,New Hampshire,1,1,0,1,New Hampshire2007,New Hampshire2007,40559,40559,66853.625,66853.625,3.5,3.5,2.941176471,,1.325,1.325,2.12034384,2.12034384,11.11026081,0.751578264,0.551653517,,616.6666667,616.6666667,2.275408739,
