Year,State,GOS,Concantenate,GDP,UR,ineq,GDP_Growth_Rate,Ugrowth,Inequality_Growth,l_rgdp,l_rgdp_diff,l_ur,l_ur_diff,l_ineq,l_ineq_diff
2018,Virginia,1,Virginia2018,477819.75,3,2.695,2.464051331,-18.91891892,3.157894737,13.07698885,0.023493779,1.098612289,-0.209720531,0.991398204,0.031090587
2019,Virginia,1,Virginia2019,487251.625,2.8,2.6,1.896373002,-6.666666667,-3.525046382,13.09653595,0.019547104,1.029619417,-0.068992871,0.955511445,-0.035886759
2020,Virginia,1,Virginia2020,473817.45,6.2,2.545454545,0.339236195,121.4285714,-2.097902115,13.0685774,-0.027958552,1.824549292,0.794929875,0.934309237,-0.021202208
2006,Washington,1,Washington2006,353263.5,5,2.51572327,4.214608371,-10.71428571,3.93909298,12.77496952,0.037010735,1.609437912,-0.113328685,0.922560345,0.038634897
2007,Washington,1,Washington2007,373180.6,4.7,2.457831325,2.730515251,-6,-2.301204814,12.82981776,0.054848247,1.547562509,-0.061875404,0.899279386,-0.023280959
2008,Washington,1,Washington2008,381289.95,5.4,2.42,5.409135772,14.89361702,-1.539215674,12.85131539,0.021497625,1.686398954,0.138836445,0.88376754,-0.015511846
2009,Washington,1,Washington2009,370136.6,9.2,2.520588235,-2.913973203,70.37037037,4.156538636,12.82162741,-0.029687983,2.219203484,0.53280453,0.924492301,0.040724761
2010,Washington,1,Washington2010,380989.45,10,2.545454545,1.476253085,8.695652174,0.986528051,12.85052696,0.028899558,2.302585093,0.083381609,0.934309237,0.009816936
2011,Washington,1,Washington2011,387745.225,9.3,2.596036585,2.971167873,-7,1.987151572,12.86810377,0.017576803,2.2300144,-0.072570693,0.953985892,0.019676654
2012,Washington,1,Washington2012,400530.6,8.1,2.654867257,3.620975824,-12.90322581,2.266172686,12.90054545,0.032441681,2.091864062,-0.138150338,0.976394656,0.022408765
2013,Washington,1,Washington2013,410873.875,7,2.576436782,2.355752663,-13.58024691,-2.954214558,12.92604157,0.025496126,1.945910149,-0.145953913,0.946407352,-0.029987304
2014,Washington,1,Washington2014,424467.625,6.1,2.554285714,2.15214372,-12.85714286,-0.859755929,12.95859102,0.032549443,1.808288771,-0.137621378,0.937772621,-0.008634732
2015,Washington,1,Washington2015,441952.075,5.6,2.602777778,4.418718928,-8.196721311,1.898458882,12.99895673,0.040365712,1.722766598,-0.085522173,0.956579251,0.01880663
2016,Washington,1,Washington2016,458263.775,5.3,2.5,4.621202017,-5.357142857,-3.948772687,13.03520023,0.036243498,1.667706821,-0.055059777,0.916290732,-0.040288519
2017,Washington,1,Washington2017,482824.05,4.7,2.5015,3.766938133,-11.32075472,0.06,13.08740758,0.052207355,1.547562509,-0.120144312,0.916890552,0.00059982
2018,Washington,1,Washington2018,515629.95,4.5,2.622222222,7.24572835,-4.255319149,4.825993284,13.15314464,0.065737055,1.504077397,-0.043485112,0.964022135,0.047131583
2019,Washington,1,Washington2019,535980.5,4.3,2.427727273,4.592920155,-4.444444444,-7.417180259,13.19185306,0.038708423,1.458615023,-0.045462374,0.886955541,-0.077066594
2020,Washington,1,Washington2020,532861.925,8.4,2.488888889,1.739365663,95.34883721,2.519295173,13.18601762,-0.005835442,2.128231706,0.669616683,0.911836382,0.02488084
2006,West Virginia,1,West Virginia2006,66861.425,4.9,2.298076923,1.899702794,-3.921568627,0.540865369,11.11037747,0.01785209,1.589235205,-0.040005335,0.832072653,0.005394079
2007,West Virginia,1,West Virginia2007,67119.075,4.6,2.322727273,0.03018784,-6.12244898,1.072651213,11.11422356,0.003846087,1.526056303,-0.063178902,0.842742044,0.010669391
2008,West Virginia,1,West Virginia2008,68483.875,4.3,2.213043478,1.205197348,-6.52173913,-4.72219861,11.1343536,0.020130035,1.458615023,-0.067441281,0.794368708,-0.048373336
2009,West Virginia,1,West Virginia2009,68191.775,7.7,2.256521739,2.909537592,79.06976744,1.964636548,11.13007924,-0.00427436,2.041220329,0.582605306,0.813824574,0.019455867
2010,West Virginia,1,West Virginia2010,69153.5,8.7,2.330793366,-2.995223961,12.98701299,3.29142085,11.14408395,0.014004715,2.163323026,0.122102697,0.84620871,0.032384136
2011,West Virginia,1,West Virginia2011,70361.275,8.1,2.410714286,2.455067217,-6.896551724,3.428914856,11.16139832,0.017314369,2.091864062,-0.071458964,0.879923088,0.033714378
2012,West Virginia,1,West Virginia2012,70322.225,7.5,2.320833333,2.829504478,-7.407407407,-3.728395087,11.16084317,-0.000555147,2.014903021,-0.076961041,0.841926316,-0.037996771
2013,West Virginia,1,West Virginia2013,70550.125,6.8,2.358333333,-0.418241243,-9.333333333,1.615798923,11.16407873,0.003235556,1.916922612,-0.097980408,0.857955155,0.016028838
2014,West Virginia,1,West Virginia2014,70532.425,6.6,2.308333333,-1.627013582,-2.941176471,-2.120141343,11.16382781,-0.000250917,1.887069649,-0.029852963,0.836525763,-0.021429391
2015,West Virginia,1,West Virginia2015,70663.025,6.7,2.248,2.123345861,1.515151515,-2.613718397,11.16567773,0.001849918,1.902107526,0.015037877,0.810040932,-0.026484831
2016,West Virginia,1,West Virginia2016,70011.35,6.1,2.378314207,-0.628440419,-8.955223881,5.796895329,11.15641265,-0.00926508,1.808288771,-0.093818755,0.86639192,0.056350988
2017,West Virginia,0,West Virginia2017,71459.375,5.2,2.328,1.224957752,-14.75409836,-2.115540783,11.17688439,0.020471735,1.648658626,-0.159630146,0.84500953,-0.02138239
2018,West Virginia,0,West Virginia2018,73114.2,5.3,2.255555556,0.880581784,1.923076923,-3.111874742,11.19977788,0.022893496,1.667706821,0.019048195,0.813396309,-0.031613221
2019,West Virginia,0,West Virginia2019,72542.95,4.9,2.185964912,0.572898285,-7.547169811,-3.085299487,11.19193408,-0.007843802,1.589235205,-0.078471615,0.782057338,-0.031338971
2020,West Virginia,0,West Virginia2020,69711.55,8.3,2.2,-0.971957607,69.3877551,0.642054588,11.15212129,-0.039812786,2.116255515,0.52702031,0.78845736,0.006400022
2006,Wisconsin,1,Wisconsin2006,268246.425,4.7,2.040466667,2.523665104,0,1.650614447,12.49966133,0.01709927,1.547562509,0,0.71317854,0.016371399
2007,Wisconsin,1,Wisconsin2007,269933.625,4.9,2.085245902,0.410182629,4.255319149,2.194558516,12.50593137,0.006270041,1.589235205,0.041672696,0.734886787,0.021708247
2008,Wisconsin,1,Wisconsin2008,266626.925,4.9,2.03125,-0.163893813,0,-2.589426117,12.49360568,-0.012325699,1.589235205,0,0.708651367,-0.02623542
2009,Wisconsin,1,Wisconsin2009,258761.225,8.6,2.081699346,-4.846344153,75.51020408,2.483660111,12.463661,-0.029944671,2.151762203,0.562526998,0.733184553,0.024533186
2010,Wisconsin,1,Wisconsin2010,266830.8,8.7,2.210456651,2.675570355,1.162790698,6.18520178,12.49437003,0.030709024,2.163323026,0.011560822,0.793199124,0.06001457
2011,Wisconsin,0,Wisconsin2011,272813.225,7.8,2.134333333,2.867616157,-10.34482759,-3.44378244,12.51654268,0.022172654,2.054123734,-0.109199292,0.758154342,-0.035044782
2012,Wisconsin,0,Wisconsin2012,277107.125,7,2.150943396,3.311667801,-10.25641026,0.778231907,12.53215944,0.015616761,1.945910149,-0.108213585,0.765906535,0.007752193
2013,Wisconsin,0,Wisconsin2013,278014.95,6.7,2.125,-0.521512901,-4.285714286,-1.20614034,12.53543017,0.003270725,1.902107526,-0.043802623,0.753771802,-0.012134732
2014,Wisconsin,0,Wisconsin2014,283981.125,5.4,2.125,0.68495152,-19.40298507,0,12.55666305,0.021232885,1.686398954,-0.215708573,0.753771802,0
2015,Wisconsin,0,Wisconsin2015,289077,4.6,1.940974212,2.911590363,-14.81481481,-8.660037082,12.57444837,0.017785314,1.526056303,-0.16034265,0.663190018,-0.090581784
2016,Wisconsin,0,Wisconsin2016,291920.275,4,2.045714286,1.193035007,-13.04347826,5.396263039,12.58423601,0.009787646,1.386294361,-0.139761942,0.715747013,0.052556994
2017,Wisconsin,0,Wisconsin2017,292311.175,3.3,2.002770083,0.117453145,-17.5,-2.0992278,12.58557418,0.001338168,1.193922468,-0.192371893,0.694531264,-0.021215749
2018,Wisconsin,0,Wisconsin2018,299416.05,3,1.883684211,2.349434127,-9.090909091,-5.946058063,12.60958936,0.024015175,1.098612289,-0.09531018,0.633229546,-0.061301718
2019,Wisconsin,1,Wisconsin2019,303891.175,3.2,1.875,1.317015816,6.666666667,-0.461022657,12.62442494,0.014835583,1.16315081,0.064538521,0.628608659,-0.004620886
2020,Wisconsin,1,Wisconsin2020,291715.825,6.3,1.875,-1.03273914,96.875,0,12.58353541,-0.040889534,1.840549633,0.677398824,0.628608659,0
2006,Wyoming,1,Wyoming2006,37813.45,3.2,2.189003436,7.199966474,-11.11111111,1.715177315,10.54042014,0.121597147,1.16315081,-0.117783036,0.783446388,0.017006342
2007,Wyoming,1,Wyoming2007,40632.25,2.8,2.25,11.8981135,-12.5,2.786499235,10.61231737,0.071897227,1.029619417,-0.133531393,0.810930216,0.027483828
2008,Wyoming,1,Wyoming2008,42868.2,3.1,2.222222222,3.814001308,10.71428571,-1.234567911,10.66588557,0.053568206,1.131402111,0.101782694,0.798507696,-0.01242252
2009,Wyoming,1,Wyoming2009,41546.4,6.3,2.108823529,8.240989573,103.2258065,-5.102941186,10.63456615,-0.031319417,1.840549633,0.709147522,0.746130223,-0.052377473
2010,Wyoming,1,Wyoming2010,40056.65,6.4,2.228571429,-12.40123295,1.587301587,5.678422037,10.59804998,-0.036516173,1.85629799,0.015748357,0.801360765,0.055230543
2011,Wyoming,0,Wyoming2011,39767.95,5.8,2.204204204,0.307763291,-9.375,-1.093401122,10.59081659,-0.007233391,1.757857918,-0.098440073,0.790366539,-0.010994227
2012,Wyoming,0,Wyoming2012,38855.425,5.3,2.247787611,-0.195868811,-8.620689655,1.977285359,10.56760299,-0.023213605,1.667706821,-0.090151097,0.809946448,0.01957991
2013,Wyoming,0,Wyoming2013,38849.575,4.7,2.351351351,-1.090914616,-11.32075472,4.607363235,10.56745242,-0.000150569,1.547562509,-0.120144312,0.854990206,0.045043757
2014,Wyoming,0,Wyoming2014,39559.425,4.1,2.311428571,-0.694590235,-12.76595745,-1.697865357,10.58555925,0.018106835,1.410986974,-0.136575535,0.837865762,-0.017124443
2015,Wyoming,0,Wyoming2015,40418.15,4.3,2.241558442,5.878152095,4.87804878,-3.022811515,10.60703422,0.02147497,1.458615023,0.047628049,0.807171357,-0.030694405
2016,Wyoming,0,Wyoming2016,38188.725,5.3,2.485875706,-2.783209189,23.25581395,10.89943762,10.55029559,-0.056738627,1.667706821,0.209091798,0.910624994,0.103453637
2017,Wyoming,0,Wyoming2017,37429.1,4.2,2.219251337,-7.169496577,-20.75471698,-10.72557121,10.53020376,-0.020091838,1.435084525,-0.232622295,0.797169903,-0.113455091
2018,Wyoming,0,Wyoming2018,37987.9,4.1,2.237196765,1.996098461,-2.380952381,0.80862531,10.54502297,0.014819211,1.410986974,-0.024097552,0.805223638,0.008053735
2019,Wyoming,0,Wyoming2019,38628.45,3.7,2.175,1.030895109,-9.756097561,-2.78012046,10.56174433,0.016721364,1.30833282,-0.102654154,0.777028665,-0.028194973
2020,Wyoming,0,Wyoming2020,36256.65,5.8,2.076190476,0.246126132,56.75675676,-4.542966621,10.49837809,-0.063366239,1.757857918,0.449525098,0.730534713,-0.046493952
