"","Country","Year","CAB_GDP","Public.Debt_GDP","Economic.result_GDP","Interest_GDP","Primary.balance_GDP","Fiscal.revenue_GDP","Government.spending_GDP","share.of.world.GDP.in.PPP","GDP.per.capita_constant_2017PPP","GDP.per.capita_current_PPP","real.GDP.growth","GDP_current_PPP","national.savings_GDP","Inflation","Population","Investment_GDP","Unemployment.Rate","Real.exports.change","Real.imports.change","total_Natural_Distaster","Binary_ND","Control.of.Corruption.y","Government.Effectiveness.y","Political.Stability.y","Regulatory.Quality.y","l_Primary.balance_GDP","l_Public.Debt_GDP"
"101","South Africa","2008",-5.018,24.045,-0.486,2.038,1.552,25.523,26.009,0.759,13806.76,12853.95,3.191,640.063,16.269,10.066,49.795,21.287,22.525,1.55,2.809,0,0,0.153828725218773,0.337714642286301,0.049528993666172,0.656967222690582,3.416,24.326
"102","South Africa","2009",-2.435,26.995,-4.669,2.047,-2.622,23.789,28.457,0.75,13392.68,12548.36,-1.538,634.257,16.332,6.31,50.545,18.767,23.7,-17.024,-17.66,0,0,0.125426694750786,0.313202083110809,-0.114492610096931,0.449182033538818,1.552,24.045
"103","South Africa","2010",-1.336,31.185,-4.52,2.22,-2.3,23.761,28.281,0.734,13589,12885.35,3.04,661.392,16.26,3.597,51.329,17.596,24.875,7.718,10.794,NA,0,0.0653930976986885,0.192784637212753,-0.0294270031154156,0.445573270320892,-2.622,26.995
"104","South Africa","2011",-2.006,34.742,-3.705,2.299,-1.406,24.356,28.061,0.728,13804.43,13361.59,3.169,696.526,16.847,6.076,52.129,18.853,24.8,3.008,11.838,0,0,-0.00423370534554124,0.219012007117271,0.0240315701812506,0.446406275033951,-2.3,31.185
"105","South Africa","2012",-4.689,37.408,-4.038,2.444,-1.594,24.581,28.619,0.693,13921.3,13191.4,2.396,698.221,13.895,5.728,52.93,18.585,24.875,1.112,3.868,0,0,-0.184170603752136,0.17120672762394,-0.0253867004066706,0.398661673069,-1.406,34.742
"106","South Africa","2013",-5.326,40.356,-3.905,2.656,-1.249,25.005,28.91,0.691,14049.39,13590.78,2.485,730.518,13.842,5.263,53.751,19.169,24.725,3.733,4.039,0,0,-0.137831538915634,0.308263748884201,-0.0462945364415646,0.380482465028763,-1.594,37.408
"107","South Africa","2014",-4.806,43.253,-3.924,2.768,-1.156,25.397,29.321,0.677,14033.16,13594.67,1.414,741.916,13.682,5.441,54.574,18.488,25.1,3.646,-0.687,0,0,-0.124875418841839,0.164872631430626,-0.146388962864876,0.230833724141121,-1.249,40.356
"108","South Africa","2015",-4.339,45.195,-4.374,2.934,-1.44,25.79,30.164,0.678,14004.89,13696.85,1.322,758.901,14.294,5.16,55.407,18.633,25.35,3.06,5.045,NA,0,-0.043698575347662,0.116498067975044,-0.212992936372757,0.224308654665947,-1.156,43.253
"109","South Africa","2016",-2.676,47.134,-3.725,3.108,-0.617,26.184,29.909,0.665,13886.18,13737.62,0.665,772.769,14.285,6.764,56.252,16.96,26.725,0.407,-4.133,0,0,0.0440750010311604,0.132853388786316,-0.141503989696503,0.130060061812401,-1.44,45.195
"110","South Africa","2017",-2.368,48.588,-4.016,3.254,-0.762,25.844,29.86,0.646,13838.85,13838.85,1.158,790.171,14.243,4.695,57.098,16.611,27.45,-0.273,1.533,0,0,-0.101495705544949,0.10014396905899,-0.277561664581299,0.15288408100605,-0.617,47.134
"111","South Africa","2018",-2.942,51.677,-3.742,3.388,-0.354,26.492,30.234,0.633,13845.59,14178.47,1.522,821.486,13.246,4.921,57.939,16.188,27.125,2.741,3.246,0,0,-0.112126491963863,0.132596701383591,-0.22777932882309,-0.0282271280884743,-0.762,48.588
"112","South Africa","2019",-2.568,56.217,-4.706,3.574,-1.132,26.753,31.458,0.618,13690.07,14270.66,0.303,838.758,13.285,3.744,58.775,15.853,28.7,-3.445,0.435,0,0,0.0200650133192539,0.162542775273323,-0.267670422792435,0.0230294428765774,-0.354,51.677
"113","South Africa","2020",1.972,69,-9.631,4.089,-5.542,25.011,34.642,0.597,12639.64,13347.62,-6.342,795.812,14.372,3.172,59.622,12.4,29.175,-11.863,-17.399,0,0,-0.0107800047844648,0.0968055054545403,-0.240824580192566,0.0350609831511974,-1.132,56.217
"114","South Africa","2021",3.677,68.978,-5.551,4.236,-1.315,27.122,32.673,0.59,13145.76,14505.66,4.913,872.414,16.474,5.442,60.143,12.798,34.3,9.987,9.494,0,0,0.0221032220870256,-0.0174438431859016,-0.706576824188232,-0.0731475278735161,-5.542,69
"115","South Africa","2022",-0.479,71.016,-4.485,4.549,0.064,27.7,32.185,0.583,13312.2,15718.4,2.042,952.598,14.629,7.406,60.604,15.108,33.5,7.547,14.213,0,0,NA,NA,NA,NA,-1.315,68.978
