Year,State,GOS,Concantenate,GDP,UR,ineq,GDP Growth Rate,Ugrowth,Inequality Growth Rate,l_rgdp,l_rgdp_diff,l_ur,l_ur_diff,l_ineq,l_ineq_diff
2009,Indiana,0,Indiana2009,279520.75,10.3,2.4137931,-10.053731,74.5762712,-2.1435229,12.5408318,-0.0739093,2.3321439,0.55719154,0.88119941,-0.0216683
2010,Indiana,0,Indiana2010,297517.35,10.4,2.52142857,5.4066832,0.97087379,4.45918368,12.6032278,0.06239601,2.34180581,0.00966191,0.92482563,0.04362622
2011,Indiana,0,Indiana2011,299064.55,9.1,2.4738676,2.37484956,-12.5,-1.886271,12.6084147,0.00518689,2.20827441,-0.1335314,0.90578275,-0.0190429
2012,Indiana,0,Indiana2012,300513.875,8.3,2.4862069,1.10004341,-8.7912088,0.49878583,12.6132492,0.00483449,2.11625551,-0.0920189,0.91075821,0.00497546
2013,Indiana,0,Indiana2013,307279.15,7.7,2.47241379,1.98901117,-7.2289157,-0.554785,12.6355119,0.02226269,2.04122033,-0.0750352,0.90519492,-0.0055633
2014,Indiana,0,Indiana2014,316783.05,6,2.40666667,1.70210331,-22.077922,-2.6592282,12.6659724,0.03046054,1.79175947,-0.2494609,0.87824266,-0.0269523
2015,Indiana,0,Indiana2015,313751.175,4.8,2.53333333,0.0166863,-20,5.26315787,12.6563555,-0.0096169,1.56861592,-0.2231436,0.92953596,0.05129329
2016,Indiana,0,Indiana2016,319601.5,4.4,2.41587302,0.82129558,-8.3333333,-4.6365915,12.6748302,0.01847467,1.48160454,-0.0870114,0.88206072,-0.0474752
2017,Indiana,0,Indiana2017,325841.75,3.6,2.39393939,2.2875645,-18.181818,-0.9078963,12.6941671,0.01933693,1.28093385,-0.2006707,0.87294029,-0.0091204
2006,Iowa,1,Iowa2006,146555.35,3.7,2.10320285,1.16813351,-13.953488,11.6224975,11.8951585,0.01358903,1.30833282,-0.1502822,0.74346135,0.10995243
2007,Iowa,1,Iowa2007,152861.8,3.7,2.03333333,2.88836322,0,-3.322053,11.9372895,0.04213107,1.30833282,0,0.70967648,-0.0337849
2008,Iowa,1,Iowa2008,149881.4,4.2,2.09666667,2.0187503,13.5135135,3.11475413,11.9175996,-0.0196899,1.43508453,0.12675171,0.74034878,0.0306723
2009,Iowa,1,Iowa2009,146182.8,6.4,2.05863192,-5.9112531,52.3809524,-1.8140578,11.8926132,-0.0249864,1.85629799,0.42121347,0.72204165,-0.0183071
2010,Iowa,1,Iowa2010,150148.45,6,2.11,2.88939986,-6.25,2.49525316,11.9193798,0.02676658,1.79175947,-0.0645385,0.74668795,0.0246463
2011,Iowa,0,Iowa2011,152435.225,5.5,2.21679688,1.26096902,-8.3333333,5.06146327,11.934495,0.01511528,1.70474809,-0.0870114,0.7960633,0.04937536
2012,Iowa,0,Iowa2012,158538.375,5,2.184375,5.44759142,-9.0909091,-1.4625551,11.973752,0.03925693,1.60943791,-0.0953102,0.78132975,-0.0147336
2013,Iowa,0,Iowa2013,158480.8,4.7,2.09230769,-0.1536061,-6,-4.2148124,11.9733887,-0.0003632,1.54756251,-0.0618754,0.73826762,-0.0430621
2014,Iowa,0,Iowa2014,166619.2,4.2,2.11176471,2.45628785,-10.638298,0.92993082,12.0234662,0.05007752,1.43508453,-0.112478,0.74752395,0.00925634
2015,Iowa,0,Iowa2015,171126.5,3.8,2.0862069,5.3848521,-9.5238095,-1.2102584,12.0501583,0.02669208,1.33500107,-0.1000835,0.73534754,-0.0121764
2016,Iowa,0,Iowa2016,170389.1,3.6,2.17563739,0.12729547,-5.2631579,4.2867511,12.0458399,-0.0043184,1.28093385,-0.0540672,0.77732168,0.04197414
2017,Iowa,0,Iowa2017,170182.725,3.1,2.11956522,0.00386496,-13.888889,-2.5772758,12.044628,-0.0012119,1.13140211,-0.1495317,0.75121098,-0.0261107
2006,Kansas,1,Kansas2006,130364.525,4.4,2.41496599,4.43100015,-12,-1.9337017,11.7780898,0.05045812,1.48160454,-0.1278334,0.8816852,-0.0195264
2007,Kansas,1,Kansas2007,137093.6,4.2,2.64,4.40054127,-4.5454545,9.31830988,11.8284192,0.05032934,1.43508453,-0.04652,0.97077892,0.08909371
2008,Kansas,1,Kansas2008,139536.825,4.6,2.46855346,3.78510667,9.52380952,-6.4941872,11.8460838,0.01766464,1.5260563,0.09097178,0.90363233,-0.0671466
2009,Kansas,1,Kansas2009,134227.05,6.9,2.60952381,-4.6584758,50,5.71064607,11.807288,-0.0387958,1.93152141,0.40546511,0.95916776,0.05553542
2010,Kansas,1,Kansas2010,135723.225,7.1,2.775,-1.0513432,2.89855073,6.34124086,11.818373,0.01108493,1.96009478,0.02857337,1.02065075,0.06148299
2011,Kansas,0,Kansas2011,139579.425,6.5,2.77631579,4.00500522,-8.4507042,0.04741582,11.8463891,0.02801609,1.87180218,-0.0882926,1.02112479,0.00047405
2012,Kansas,0,Kansas2012,141818.175,5.7,2.82911392,6.25941639,-12.307692,1.90173377,11.8623011,0.01591199,1.74046617,-0.131336,1.03996356,0.01883877
2013,Kansas,0,Kansas2013,141723.375,5.3,2.75,-4.2542302,-7.0175439,-2.7964206,11.8616324,-0.0006687,1.66770682,-0.0727594,1.01160091,-0.0283626
2014,Kansas,0,Kansas2014,145344.15,4.5,2.6969697,0.19426178,-15.09434,-1.9283747,11.8868597,0.02522728,1.5040774,-0.1636294,0.99212881,-0.0194721
2015,Kansas,0,Kansas2015,148810.525,4.2,2.5862069,4.23455971,-6.6666667,-4.1069353,11.9104291,0.02356947,1.43508453,-0.0689929,0.95019228,-0.0419365
2016,Kansas,0,Kansas2016,153695.325,4,2.51428571,2.97839103,-4.7619048,-2.7809524,11.9427275,0.03229838,1.38629436,-0.0487902,0.92198875,-0.0282035
2017,Kansas,0,Kansas2017,155407.875,3.7,2.42777778,3.00711566,-7.5,-3.4406565,11.9538084,0.01108088,1.30833282,-0.0779615,0.88697634,-0.0350124
2006,Kentucky,0,Kentucky2006,175657.65,5.7,2.308,4.39046933,-3.3898305,-2.5337838,12.0762922,0.0258194,1.74046617,-0.0344862,0.83638135,-0.0256644
2007,Kentucky,0,Kentucky2007,174407.275,5.4,2.48,-1.5207271,-5.2631579,7.45233969,12.0691485,-0.0071437,1.68639895,-0.0540672,0.90825856,0.07187721
2008,Kentucky,1,Kentucky2008,173810.125,6.4,2.42913386,1.93286631,18.5185185,-2.0510541,12.0657187,-0.0034298,1.85629799,0.16989904,0.88753476,-0.0207238
2009,Kentucky,1,Kentucky2009,166704.175,10.3,2.5,-5.6792235,60.9375,2.91734199,12.0239761,-0.0417426,2.3321439,0.4758459,0.91629073,0.02875598
2010,Kentucky,1,Kentucky2010,173780.125,10.2,2.49797571,1.65404331,-0.9708738,-0.0809716,12.0655461,0.04157002,2.32238772,-0.0097562,0.91548069,-0.00081
2011,Kentucky,1,Kentucky2011,175745.35,9.4,2.532,2.90317902,-7.8431373,1.36207453,12.0767914,0.01124522,2.24070969,-0.081678,0.9290095,0.01352882
2012,Kentucky,1,Kentucky2012,178143.725,8.2,2.5,2.67527612,-12.765957,-1.2638231,12.0903459,0.0135546,2.10413415,-0.1365755,0.91629073,-0.0127188
2013,Kentucky,1,Kentucky2013,181505.85,8,2.55,2.26230274,-2.4390244,2,12.1090432,0.01869722,2.07944154,-0.0246926,0.93609336,0.01980263
2014,Kentucky,1,Kentucky2014,181471.8,6.5,2.5,-1.2662118,-18.75,-1.9607843,12.1088555,-0.0001876,1.87180218,-0.2076394,0.91629073,-0.0198026
2015,Kentucky,0,Kentucky2015,182916,5.3,2.39855073,0.79814668,-18.461538,-4.057971,12.1167823,0.00792676,1.66770682,-0.2040954,0.87486469,-0.041426
2016,Kentucky,0,Kentucky2016,184114.975,5.1,2.38194444,-0.2537215,-3.7735849,-0.6923465,12.1233157,0.0065334,1.62924054,-0.0384663,0.86791715,-0.0069475
2017,Kentucky,0,Kentucky2017,185866.525,4.9,2.34333333,1.80810729,-3.9215686,-1.6209912,12.1327841,0.00946838,1.58923521,-0.0400053,0.85157442,-0.0163427
2006,Louisiana,1,Louisiana2006,245500.275,4.5,2.825,-0.4913668,-37.5,-8.8944788,12.4110533,-0.0092158,1.5040774,-0.4700036,1.03850836,-0.0931518
2007,Louisiana,1,Louisiana2007,230367.7,4.3,2.98,-5.3856618,-4.4444444,5.48672566,12.347432,-0.0636213,1.45861502,-0.0454624,1.0919233,0.05341494
2008,Louisiana,0,Louisiana2008,232150.675,4.9,2.96153846,-1.7625835,13.9534884,-0.6195147,12.3551419,0.00770989,1.58923521,0.13062018,1.08570888,-0.0062144
2009,Louisiana,0,Louisiana2009,236411,6.8,2.98518519,2.95607183,38.7755102,0.79846078,12.3733271,0.01818519,1.91692261,0.32768741,1.09366178,0.0079529
2010,Louisiana,0,Louisiana2010,246836.175,8,2.95384615,3.81105971,17.6470588,-1.0498187,12.4164801,0.04315304,2.07944154,0.16251893,1.0831081,-0.0105537
2011,Louisiana,0,Louisiana2011,234975.7,7.8,3.05555556,-3.2366137,-2.5,3.44328705,12.3672374,-0.0492428,2.05412373,-0.0253178,1.11696143,0.03385333
2012,Louisiana,0,Louisiana2012,235384.675,7.1,3.01515152,0.56524057,-8.974359,-1.3223141,12.3689764,0.00173899,1.96009478,-0.0940289,1.10365008,-0.0133113
2013,Louisiana,0,Louisiana2013,228452.775,6.7,3.02222222,-3.5821066,-5.6338028,0.23450586,12.3390848,-0.0298916,1.90210753,-0.0579873,1.1059924,0.00234231
2014,Louisiana,0,Louisiana2014,235355.1,6.4,2.97080292,-0.554146,-4.4776119,-1.701374,12.3688507,0.02976592,1.85629799,-0.0458095,1.08883226,-0.0171601
2015,Louisiana,0,Louisiana2015,233015.975,6.3,2.9,3.12178742,-1.5625,-2.3832924,12.3588623,-0.0099884,1.84054963,-0.0157484,1.06471074,-0.0241215
2016,Louisiana,1,Louisiana2016,228428.525,6.1,2.92857143,-3.1293482,-3.1746032,0.98522169,12.3389786,-0.0198837,1.80828877,-0.0322609,1.07451474,0.009804
2017,Louisiana,1,Louisiana2017,233774.45,5.1,2.9,1.86772398,-16.393443,-0.9756098,12.362112,0.0231334,1.62924054,-0.1790482,1.06471074,-0.009804
2006,Maine,1,Maine2006,55448.4,4.6,1.88461539,1.70082949,-6.122449,2.42474919,10.9232081,0.00944965,1.5260563,-0.0631789,0.63372376,0.02395819
2007,Maine,1,Maine2007,55359.9,4.7,1.9962963,-0.9271576,2.17391304,5.92592589,10.9216108,-0.0015974,1.54756251,0.02150621,0.69129361,0.05756985
2008,Maine,1,Maine2008,54653.875,5.5,1.94444444,0.74072455,17.0212766,-2.5974026,10.9087754,-0.0128354,1.70474809,0.15718558,0.6649763,-0.0263173
2009,Maine,1,Maine2009,53630.1,8.1,1.96296296,-4.2865306,47.2727273,0.95238098,10.8898658,-0.0189096,2.09186406,0.38711597,0.67445505,0.00947874
2010,Maine,1,Maine2010,54305,8.1,1.87326007,2.11946705,0,-4.5697699,10.9023716,0.01250583,2.09186406,0,0.62768027,-0.0467748
2011,Maine,0,Maine2011,53789,7.9,2.0605364,-0.5441238,-2.4691358,9.99734782,10.8928243,-0.0095473,2.06686276,-0.0250013,0.72296634,0.09528607
2012,Maine,0,Maine2012,53679.725,7.5,1.90942029,0.49464154,-5.0632911,-7.3338238,10.8907906,-0.0020336,2.01490302,-0.0519597,0.64679968,-0.0761667
2013,Maine,0,Maine2013,53239.075,6.6,1.97826087,-1.0323572,-12,3.60531311,10.8825479,-0.0082428,1.88706965,-0.1278334,0.68221811,0.03541843
2014,Maine,0,Maine2014,54037.875,5.6,1.96896552,-0.1118503,-15.151515,-0.469875,10.8974405,0.01489257,1.7227666,-0.1643031,0.67750829,-0.0047098
2015,Maine,0,Maine2015,54425.775,4.4,1.8440678,0.79394059,-21.428571,-6.3433168,10.9045931,0.00715266,1.48160454,-0.2411621,0.61197389,-0.0655344
2016,Maine,0,Maine2016,55565.35,3.8,1.94333333,2.13399965,-13.636364,5.38296565,10.9253151,0.02072196,1.33500107,-0.1466035,0.66440471,0.05243082
2017,Maine,0,Maine2017,56662.55,3.4,1.87820513,2.41227272,-10.526316,-3.3513656,10.9448688,0.01955369,1.22377543,-0.1112256,0.6303166,-0.0340881
2006,Maryland,0,Maryland2006,305794.075,3.9,2.33420366,2.95091368,-4.8780488,-5.0740954,12.6306672,0.01360921,1.36097655,-0.0500104,0.84767079,-0.0520735
2007,Maryland,1,Maryland2007,306755.825,3.5,2.45,-0.3229862,-10.25641,4.96085013,12.6338074,0.00314015,1.25276297,-0.1082136,0.89608802,0.04841724
2008,Maryland,1,Maryland2008,314757.575,4.2,2.427,3.19231246,20,-0.9387755,12.659558,0.02575067,1.43508453,0.18232156,0.88665593,-0.0094321
2009,Maryland,1,Maryland2009,311342.2,7,2.4525,-1.7283235,66.6666667,1.05067985,12.6486479,-0.0109101,1.94591015,0.51082562,0.89710791,0.01045199
2010,Maryland,1,Maryland2010,325369.65,7.7,2.47,3.85420341,10,0.71355759,12.6927172,0.04406929,2.04122033,0.09531018,0.90421815,0.00711024
2011,Maryland,1,Maryland2011,332437.225,7.2,2.4625,2.97179634,-6.4935065,-0.3036437,12.7142063,0.02148912,1.97408103,-0.0671393,0.90117709,-0.0030411
2012,Maryland,1,Maryland2012,332523.5,7,2.5375,1.64922036,-2.7777778,3.04568528,12.7144658,0.00025949,1.94591015,-0.0281709,0.93117934,0.03000225
2013,Maryland,1,Maryland2013,334268.925,6.6,2.525,-0.1976952,-5.7142857,-0.4926108,12.7197011,0.0052353,1.88706965,-0.0588405,0.92624106,-0.0049383
2014,Maryland,1,Maryland2014,339604.625,5.8,2.575,0.24059387,-12.121212,1.98019802,12.7355374,0.01583624,1.75785792,-0.1292117,0.94584953,0.01960847
2015,Maryland,0,Maryland2015,348151.775,5.1,2.52380952,3.15163647,-12.068966,-1.9879797,12.7603938,0.02485645,1.62924054,-0.1286174,0.92576948,-0.0200801
2016,Maryland,0,Maryland2016,360081.95,4.5,2.48837209,2.93516841,-11.764706,-1.4041246,12.7940869,0.03369312,1.5040774,-0.1251631,0.91162872,-0.0141408
2017,Maryland,0,Maryland2017,366680.525,4.3,2.38752784,2.32498269,-4.4444444,-4.0526195,12.8122462,0.01815932,1.45861502,-0.0454624,0.87025845,-0.0413703
2006,Massachusetts,0,Massachusetts2006,395535.85,4.9,2.34117647,2.57182402,2.08333333,-2.5669721,12.8879967,0.02232474,1.58923521,0.02061929,0.85065357,-0.0260049
2007,Massachusetts,1,Massachusetts2007,406421.15,4.6,2.37142857,1.66993156,-6.122449,1.29217513,12.9151452,0.02714851,1.5260563,-0.0631789,0.86349255,0.01283898
2008,Massachusetts,1,Massachusetts2008,414919.875,5.5,2.37912088,4.12705125,19.5652174,0.32437443,12.9358407,0.02069549,1.70474809,0.17869179,0.86673104,0.00323849
2009,Massachusetts,1,Massachusetts2009,407219.55,8.1,2.36111111,-2.6107648,47.2727273,-0.7569926,12.9171078,-0.018733,2.09186406,0.38711597,0.85913232,-0.0075987
2010,Massachusetts,1,Massachusetts2010,425792.725,8.3,2.35714286,2.86949462,2.4691358,-0.1680672,12.9617079,0.04460019,2.11625551,0.02439145,0.85745023,-0.0016821
2011,Massachusetts,1,Massachusetts2011,434494.525,7.3,2.41714286,2.19438128,-12.048193,2.54545455,12.9819386,0.02023068,1.98787435,-0.1283812,0.88258621,0.02513597
2012,Massachusetts,1,Massachusetts2012,442916.9,6.7,2.47428571,3.30647202,-8.2191781,2.36406619,13.0011374,0.01919882,1.90210753,-0.0857668,0.90595175,0.02336555
2013,Massachusetts,1,Massachusetts2013,444874.025,6.7,2.42333333,0.56488228,0,-2.0592764,13.0055464,0.00440898,1.90210753,0,0.885144,-0.0208078
2014,Massachusetts,1,Massachusetts2014,451568.925,5.7,2.40540541,0.05013406,-14.925373,-0.7398045,13.0204833,0.01493687,1.74046617,-0.1616414,0.87771846,-0.0074255
2015,Massachusetts,0,Massachusetts2015,468060.9,4.8,2.32020997,4.66568602,-15.789474,-3.5418325,13.0563537,0.0358704,1.56861592,-0.1718503,0.84165769,-0.0360608
2016,Massachusetts,0,Massachusetts2016,475349.025,3.9,2.285,1.54184552,-18.75,-1.5175339,13.0718046,0.01545091,1.36097655,-0.2076394,0.82636602,-0.0152917
2017,Massachusetts,0,Massachusetts2017,484413.8,3.8,2.32843137,1.46280758,-2.5641026,1.90071654,13.0906948,0.01889018,1.33500107,-0.0259755,0.84519481,0.01882879
2006,Michigan,1,Michigan2006,449853.5,7,2.53846154,-1.327348,2.94117647,-1.6100179,13.0166773,-0.0160627,1.94591015,0.02898754,0.9315582,-0.0162312
2007,Michigan,1,Michigan2007,446943.15,7,2.62413793,-0.3495908,0,3.37513063,13.0101867,-0.0064906,1.94591015,0,0.96475243,0.03319423
2008,Michigan,1,Michigan2008,420973.95,8,2.53448276,-3.801998,14.2857143,-3.4165571,12.9503262,-0.0598605,2.07944154,0.13353139,0.92998958,-0.0347629
2009,Michigan,1,Michigan2009,383140.075,13.7,2.61678832,-12.396615,71.25,3.24743034,12.8561559,-0.0941703,2.61739583,0.53795429,0.96194773,0.03195816
2010,Michigan,1,Michigan2010,404216.85,12.6,2.61481482,2.8383445,-8.0291971,-0.0754171,12.9097068,0.05355084,2.53369681,-0.083699,0.96119328,-0.0007545
2011,Michigan,0,Michigan2011,414834.35,10.4,2.6134289,5.68874861,-17.460317,-0.0530026,12.9356346,0.02592779,2.34180581,-0.191891,0.96066311,-0.0005302
2012,Michigan,0,Michigan2012,422691.175,9.1,2.52210145,2.41932353,-12.5,-3.4945449,12.9543971,0.01876255,2.20827441,-0.1335314,0.92509246,-0.0355706
2013,Michigan,0,Michigan2013,428737.6,8.8,2.46527778,1.38740308,-3.2967033,-2.2530288,12.9686004,0.01420325,2.17475172,-0.0335227,0.90230449,-0.022788
2014,Michigan,0,Michigan2014,434313.125,7.2,2.39795918,-0.0928481,-18.181818,-2.7306697,12.981521,0.01292068,1.97408103,-0.2006707,0.87461804,-0.0276865
2015,Michigan,0,Michigan2015,443831.225,5.4,2.4,2.9702294,-25,0.08510637,13.0031996,0.02167861,1.68639895,-0.2876821,0.87546874,0.0008507
2016,Michigan,0,Michigan2016,452325.225,5,2.46666667,1.55219085,-7.4074074,2.77777779,13.0221567,0.01895708,1.60943791,-0.076961,0.90286771,0.02739897
2017,Michigan,0,Michigan2017,457764.875,4.6,2.321875,1.75815661,-8,-5.8699324,13.034111,0.01195423,1.5260563,-0.0833816,0.84237505,-0.0604927
2006,Minnesota,0,Minnesota2006,284381.95,4,2.24242424,1.26399402,-2.4390244,-1.6226784,12.5580735,-0.0008963,1.38629436,-0.0246926,0.80755753,-0.0163599
2007,Minnesota,0,Minnesota2007,286299.2,4.6,2.25742857,-1.1744995,15,0.66911197,12.5647927,0.00671919,1.5260563,0.13976194,0.81422637,0.00666883
2008,Minnesota,0,Minnesota2008,288420.65,5.4,2.28328612,2.809656,17.3913044,1.14544258,12.5721753,0.00738259,1.68639895,0.16034265,0.82561569,0.01138932
2009,Minnesota,0,Minnesota2009,277494.1,7.8,2.31428571,-4.6713312,44.4444444,1.35767457,12.533555,-0.0386203,2.05412373,0.36772478,0.83910109,0.01348541
2010,Minnesota,0,Minnesota2010,287140.125,7.4,2.4,1.37497346,-5.1282051,3.70370372,12.5677256,0.03417067,2.00148,-0.0526437,0.87546874,0.03636764
2011,Minnesota,1,Minnesota2011,293783.15,6.5,2.34285714,3.72106035,-12.162162,-2.3809524,12.5905972,0.02287157,1.87180218,-0.1296778,0.85137119,-0.0240976
2012,Minnesota,1,Minnesota2012,298328.3,5.6,2.35,2.51232752,-13.846154,0.30487804,12.6059498,0.01535265,1.7227666,-0.1490356,0.85441533,0.00304414
2013,Minnesota,1,Minnesota2013,305486.425,5,2.37771739,1.03881791,-10.714286,1.17946345,12.6296606,0.02371078,1.60943791,-0.1133287,0.86614095,0.01172562
2014,Minnesota,1,Minnesota2014,314091.35,4.2,2.27368421,2.6460738,-16,-4.3753383,12.6574391,0.02777852,1.43508453,-0.1743534,0.82140152,-0.0447394
2015,Minnesota,1,Minnesota2015,318913.225,3.7,2.19769821,3.09340166,-11.904762,-3.3419769,12.6726743,0.01523518,1.30833282,-0.1267517,0.78741054,-0.033991
2016,Minnesota,1,Minnesota2016,324030.3,3.9,2.265,0.59150351,5.40540541,3.06237634,12.6885923,0.01591799,1.36097655,0.05264373,0.81757476,0.03016421
2017,Minnesota,1,Minnesota2017,328696.075,3.4,2.25,2.81465829,-12.820513,-0.6622517,12.7028888,0.01429651,1.22377543,-0.1372011,0.81093022,-0.0066445
2006,Mississippi,0,Mississippi2006,99005.825,6.5,3.08181818,2.27187045,-13.333333,7.72312795,11.502934,0.02231839,1.87180218,-0.1431008,1.12551974,0.07439412
2007,Mississippi,0,Mississippi2007,100211.75,6.1,3.08296943,1.75129788,-6.1538462,0.0373562,11.5150407,0.01210676,1.80828877,-0.0635134,1.12589323,0.00037349
2008,Mississippi,0,Mississippi2008,101777.625,6.6,2.892,2.31349119,8.19672131,-6.1943343,11.5305456,0.01550484,1.88706965,0.07878088,1.0619483,-0.0639449
2009,Mississippi,0,Mississippi2009,98000.65,9.5,3.1,-2.8205476,43.9393939,7.1922545,11.4927294,-0.0378162,2.2512918,0.36422215,1.13140211,0.06945381
2010,Mississippi,0,Mississippi2010,98601.05,10.4,2.8826087,-0.9003994,9.47368421,-7.0126227,11.4988372,0.0061078,2.34180581,0.09051401,1.05869568,-0.0727064
2011,Mississippi,0,Mississippi2011,98515.775,10,2.96956522,-0.2774969,-3.8461538,3.01659123,11.497972,-0.0008652,2.30258509,-0.0392207,1.08841555,0.02971987
2012,Mississippi,0,Mississippi2012,100448.45,9,3.07234043,3.97667742,-10,3.4609514,11.5173999,0.01942797,2.19722458,-0.1053605,1.12243962,0.03402407
2013,Mississippi,0,Mississippi2013,100331.2,8.5,2.79583333,-0.6048929,-5.5555556,-8.9998846,11.516232,-0.0011679,2.14006616,-0.0571584,1.02813021,-0.0943094
2014,Mississippi,0,Mississippi2014,100283.625,7.5,2.7755102,-1.4857098,-11.764706,-0.7269077,11.5157577,-0.0004743,2.01490302,-0.1251631,1.02083459,-0.0072956
2015,Mississippi,0,Mississippi2015,100482.425,6.4,2.716,0.58002913,-14.666667,-2.1441176,11.5177381,0.00198042,1.85629799,-0.158605,0.99916021,-0.0216744
2016,Mississippi,0,Mississippi2016,101255.275,5.8,2.81712062,1.63383854,-9.375,3.72314518,11.5254001,0.00766197,1.75785792,-0.0984401,1.03571531,0.0365551
2017,Mississippi,0,Mississippi2017,101642.075,5.1,2.58712121,0.46310237,-12.068966,-8.1643437,11.5292129,0.00381277,1.62924054,-0.1286174,0.95054576,-0.0851696
2006,Missouri,0,Missouri2006,267221.1,4.8,2.43333333,1.43777672,-11.111111,1.07692308,12.4958317,0.00557646,1.56861592,-0.117783,0.88926206,0.01071166
2007,Missouri,0,Missouri2007,267691.15,5.1,2.35714286,-1.6384196,6.25,-3.1311155,12.4975892,0.00175748,1.62924054,0.06062462,0.85745023,-0.0318118
2008,Missouri,0,Missouri2008,273436.225,6.1,2.4137931,3.21981163,19.6078431,2.40334377,12.5188237,0.02123452,1.80828877,0.17904823,0.88119941,0.02374918
