Year,State,GOS,Concantenate,GDP,UR,ineq,GDP Growth Rate,Ugrowth,Inequality Growth Rate,l_rgdp,l_rgdp_diff,l_ur,l_ur_diff,l_ineq,l_ineq_diff
2006,Alabama,0,Alabama2006,187270.75,4,2.67295082,2.15695037,-11.111111,0.23565574,12.1403107,0.01561367,1.38629436,-0.117783,0.98318304,0.00235379
2007,Alabama,0,Alabama2007,189002.525,4,2.698,0.44875334,0,0.93713584,12.1495157,0.00920494,1.38629436,0,0.99251076,0.00932772
2008,Alabama,0,Alabama2008,186946.65,5.7,2.58461539,0.83137604,42.5,-4.2025432,12.1385786,-0.0109371,1.74046617,0.35417181,0.94957671,-0.042934
2009,Alabama,0,Alabama2009,180707.15,11,2.68897638,-4.69,92.9824561,4.03777651,12.104633,-0.0339455,2.39789527,0.6574291,0.98916059,0.03958388
2010,Alabama,0,Alabama2010,184702.4,10.5,2.7387241,0.66850703,-4.5454545,1.85006155,12.1265012,0.02186812,2.35137526,-0.04652,1.00749215,0.01833156
2011,Alabama,0,Alabama2011,187605.825,9.6,2.66801619,2.4625338,-8.5714286,-2.5817826,12.1420984,0.01559721,2.2617631,-0.0896122,0.9813352,-0.026157
2012,Alabama,0,Alabama2012,189245.5,8,2.7508,2.33492175,-16.666667,3.10282247,12.1508004,0.00870203,2.07944154,-0.1823216,1.01189178,0.03055658
2013,Alabama,0,Alabama2013,191369.8,7.2,2.664,0.96071289,-10,-3.1554457,12.161963,0.01116257,1.97408103,-0.1053605,0.97982875,-0.032063
2014,Alabama,0,Alabama2014,189886.325,6.8,2.656,-2.2856256,-5.5555556,-0.3003003,12.1541809,-0.0077821,1.91692261,-0.0571584,0.97682123,-0.0030075
2015,Alabama,0,Alabama2015,191335.225,6.1,2.66153846,1.25913581,-10.294118,0.20852643,12.1617823,0.00760139,1.80828877,-0.1086338,0.97890432,0.00208309
2016,Alabama,0,Alabama2016,194283.8,5.8,2.62962963,1.70319351,-4.9180328,-1.1988868,12.1770753,0.01529298,1.75785792,-0.0504309,0.96684301,-0.0120613
2017,Alabama,0,Alabama2017,197566.625,4.4,2.52857143,1.88180367,-24.137931,-3.8430583,12.1938311,0.01675589,1.48160454,-0.2762534,0.92765449,-0.0391885
2006,Alaska,0,Alaska2006,49190.175,6.6,2.46617647,4.8045316,-4.3478261,-50.939579,10.8034492,0.07453588,1.88706965,-0.0444518,0.90266896,-0.7121176
2007,Alaska,0,Alaska2007,51720.95,6.3,2.46537396,8.52901792,-4.5454545,-0.0325407,10.8536182,0.05016901,1.84054963,-0.04652,0.9023435,-0.0003255
2008,Alaska,0,Alaska2008,51252.075,6.7,2.61757106,-2.9172051,6.34920635,6.17338791,10.8445114,-0.0091068,1.90210753,0.06155789,0.96224681,0.05990331
2009,Alaska,0,Alaska2009,56215.125,7.7,2.5280303,15.3672989,14.9253731,-3.4207574,10.9369411,0.09242974,2.04122033,0.1391128,0.92744046,-0.0348063
2010,Alaska,0,Alaska2010,54601.5,7.9,2.69733656,-7.0767429,2.5974026,6.69716098,10.9078166,-0.0291245,2.06686276,0.02564243,0.99226483,0.06482436
2011,Alaska,0,Alaska2011,55280.35,7.6,2.48668281,-0.1275265,-3.7974684,-7.8096948,10.9201728,0.01235616,2.02814825,-0.0387145,0.91094962,-0.0813152
2012,Alaska,0,Alaska2012,58283.65,7.1,2.79353234,8.00229916,-6.5789474,12.3397133,10.9730769,0.0529041,1.96009478,-0.0680535,1.02730687,0.11635725
2013,Alaska,0,Alaska2013,55354.3,7,2.5625,-1.5870677,-1.4084507,-8.2702582,10.9215096,-0.0515673,1.94591015,-0.0141846,0.94098334,-0.0863235
2014,Alaska,1,Alaska2014,54188.225,6.9,2.53460621,-5.2647989,-1.4285714,-1.0885383,10.9002189,-0.0212907,1.93152141,-0.0143887,0.93003828,-0.0109451
2015,Alaska,1,Alaska2015,54740.85,6.5,2.72463768,2.65876049,-5.7971014,7.49747537,10.9103655,0.0101466,1.87180218,-0.0597192,1.00233546,0.07229718
2016,Alaska,1,Alaska2016,54246.625,6.9,2.62008734,-0.2633552,6.15384615,-3.8372201,10.9012961,-0.0090695,1.93152141,0.05971923,0.96320765,-0.0391278
2017,Alaska,1,Alaska2017,54129.525,7,2.61555556,-2.0835301,1.44927536,-0.1729629,10.8991351,-0.002161,1.94591015,0.01438874,0.96147652,-0.0017311
2006,Arizona,1,Arizona2006,274179.425,4.2,3.00333333,5.74057369,-10.638298,-8.3231583,12.521538,0.04419482,1.43508453,-0.112478,1.09972278,-0.0869004
2007,Arizona,1,Arizona2007,283250.75,3.9,3.16,2.95737615,-7.1428571,5.21642621,12.5540878,0.03254982,1.36097655,-0.074108,1.15057203,0.05084924
2008,Arizona,1,Arizona2008,280810.05,6.2,3.27974277,2.17972636,58.974359,3.78932801,12.5454337,-0.0086541,1.82454929,0.46357274,1.18776499,0.03719297
2009,Arizona,0,Arizona2009,257498.475,9.9,3.28666667,-8.2639143,59.6774194,0.21111113,12.4587691,-0.0866647,2.29253476,0.46798547,1.18987388,0.00210889
2010,Arizona,0,Arizona2010,260307.125,10.4,3.05517241,-2.584016,5.05050505,-7.0434357,12.4696175,0.01084839,2.34180581,0.04927105,1.11683603,-0.0730379
2011,Arizona,0,Arizona2011,266101.525,9.5,3.05357143,3.38021508,-8.6538462,-0.0524024,12.4916332,0.02201573,2.2512918,-0.090514,1.11631187,-0.0005242
2012,Arizona,0,Arizona2012,271440.025,8.3,2.96551724,2.77494658,-12.631579,-2.8836459,12.5114965,0.0198633,2.11625551,-0.1350363,1.08705147,-0.0292604
2013,Arizona,0,Arizona2013,273481.875,7.7,2.98275862,0.63031033,-7.2289157,0.58139537,12.5189906,0.00749414,2.04122033,-0.0750352,1.09284858,0.00579712
2014,Arizona,0,Arizona2014,276948.95,6.8,2.80333333,1.03908364,-11.688312,-6.0154143,12.5315885,0.01259784,1.91692261,-0.1242977,1.03080919,-0.0620394
2015,Arizona,0,Arizona2015,282576.975,6.1,2.76,2.08213243,-10.294118,-1.5457788,12.5517063,0.0201178,1.80828877,-0.1086338,1.01523068,-0.0155785
2016,Arizona,0,Arizona2016,291275.225,5.4,2.81,2.03322775,-11.47541,1.8115942,12.5820239,0.03031762,1.68639895,-0.1218898,1.03318448,0.0179538
2017,Arizona,0,Arizona2017,302455.375,4.9,2.746875,3.90686996,-9.2592593,-2.2464413,12.619689,0.03766514,1.58923521,-0.0971637,1.0104639,-0.0227206
2006,Arkansas,0,Arkansas2006,108460.575,5.2,2.57084429,3.27537674,0,1.07592931,11.594142,0.02313682,1.64865863,0,0.94423436,0.01070182
2007,Arkansas,1,Arkansas2007,107606.1,5.3,2.64583333,-2.4285439,1.92307692,2.91690338,11.5862326,-0.0079094,1.66770682,0.01904819,0.97298608,0.02875171
2008,Arkansas,1,Arkansas2008,106536.475,5.5,2.49593496,0.96524438,3.77358491,-5.6654504,11.5762427,-0.0099899,1.70474809,0.03704127,0.91466339,-0.0583227
2009,Arkansas,1,Arkansas2009,102996.6,7.8,2.64,-1.0569413,41.8181818,5.77198699,11.5424513,-0.0337914,2.05412373,0.34937564,0.97077892,0.05611553
2010,Arkansas,1,Arkansas2010,105662.025,8.2,2.6475,-2.4663841,5.12820513,0.28409091,11.5680008,0.02554958,2.10413415,0.05001042,0.9736158,0.00283688
2011,Arkansas,1,Arkansas2011,107932.55,8.3,2.69166667,4.08892711,1.2195122,1.66824049,11.5892618,0.02126094,2.11625551,0.01212136,0.99016058,0.01654478
2012,Arkansas,1,Arkansas2012,108492.05,7.6,2.6112,1.9227462,-8.4337349,-2.9894737,11.5944322,0.0051704,2.02814825,-0.0881073,0.95980989,-0.0303507
2013,Arkansas,1,Arkansas2013,110752.4,7.2,2.64,1.36304448,-5.2631579,1.10294118,11.6150524,0.02062018,1.97408103,-0.0540672,0.97077892,0.01096903
2014,Arkansas,1,Arkansas2014,111734.5,6,2.6,0.3515584,-16.666667,-1.5151515,11.6238808,0.00882844,1.79175947,-0.1823216,0.95551145,-0.0152675
2015,Arkansas,0,Arkansas2015,112350.975,5,2.72030651,0.5931936,-16.666667,4.62717358,11.629383,0.00550216,1.60943791,-0.1823216,1.00074456,0.04523312
2016,Arkansas,0,Arkansas2016,112798.125,4,2.6037037,0.7539679,-20,-4.286385,11.633355,0.00397204,1.38629436,-0.2231436,0.95693493,-0.0438096
2017,Arkansas,0,Arkansas2017,113885.15,3.7,2.5,0.75152792,-7.5,-3.9829303,11.6429458,0.00959077,1.30833282,-0.0779615,0.91629073,-0.0406442
2006,California,0,California2006,2002437.43,4.9,3.58258558,5.40556958,-9.2592593,-12.151158,14.5098757,0.03848272,1.58923521,-0.0971637,1.27608477,-0.1295526
2007,California,0,California2007,2041192.18,5.4,3.36466165,0.56189567,10.2040816,-6.0828672,14.5290446,0.01916889,1.68639895,0.09716375,1.21332741,-0.0627574
2008,California,0,California2008,2061638.78,7.3,3.3875,1.90332542,35.1851852,0.67877095,14.5390117,0.00996715,1.98787435,0.30147539,1.22009219,0.00676478
2009,California,0,California2009,1995439.68,11.2,3.53870968,-1.6635878,53.4246575,4.4637543,14.506375,-0.0326368,2.41591378,0.42803943,1.26376216,0.04366998
2010,California,0,California2010,2036015.05,12.2,3.22333333,0.02718454,8.92857143,-8.9121847,14.526505,0.02013008,2.50143595,0.08552217,1.17041602,-0.0933461
2011,California,1,California2011,2063827.5,11.7,3.35640138,2.42181879,-4.0983607,4.12827459,14.5400728,0.01356778,2.45958884,-0.0418471,1.21086938,0.04045336
2012,California,1,California2012,2113096.45,10.4,3.26666667,1.63504772,-11.111111,-2.6735395,14.5636649,0.02359212,2.34180581,-0.117783,1.1837701,-0.0270993
2013,California,1,California2013,2179228.98,8.9,3.39666667,1.97730255,-14.423077,3.97959184,14.5944817,0.03081675,2.18605128,-0.1557545,1.22279456,0.03902446
2014,California,1,California2014,2256054.73,7.5,3.38666667,3.60673191,-15.730337,-0.2944063,14.6291281,0.03464646,2.01490302,-0.1711483,1.21984615,-0.0029484
2015,California,1,California2015,2357452.93,6.2,3.29478827,5.23096152,-17.333333,-2.7129447,14.6730923,0.04396418,1.82454929,-0.1903537,1.19234191,-0.0275042
2016,California,1,California2016,2427894.58,5.5,3.30434783,3.20561593,-11.290323,0.29014162,14.702535,0.02944268,1.70474809,-0.1198012,1.19523912,0.00289722
2017,California,1,California2017,2541769.28,4.8,3.14285714,3.26030476,-12.727273,-4.887218,14.748371,0.04583595,1.56861592,-0.1361322,1.1451323,-0.0501068
2006,Colorado,0,Colorado2006,257430.175,4.3,2.66352711,2.45080248,-14,-4.6676848,12.4585038,0.02307325,1.45861502,-0.1508229,0.97965123,-0.0478013
2007,Colorado,1,Colorado2007,266887.475,3.7,2.55014327,1.73630251,-13.953488,-4.2569059,12.4945824,0.03607861,1.30833282,-0.1502822,0.93614954,-0.0435017
2008,Colorado,1,Colorado2008,270981.4,4.8,2.62857143,3.47758509,29.7297297,3.07544145,12.5098055,0.01522306,1.56861592,0.2602831,0.96644052,0.03029098
2009,Colorado,1,Colorado2009,264966.275,7.3,2.72,-1.091789,52.0833333,3.47826085,12.4873578,-0.0224476,1.98787435,0.41925843,1.00063188,0.03419136
2010,Colorado,1,Colorado2010,267858.9,8.7,2.73504532,-1.1948771,19.1780822,0.55313665,12.4982156,0.0108578,2.16332303,0.17544868,1.00614801,0.00551612
2011,Colorado,1,Colorado2011,271700.65,8.4,2.60693642,2.34411183,-3.4482759,-4.6839773,12.5124562,0.01424056,2.12823171,-0.0350913,0.95817574,-0.0479723
2012,Colorado,1,Colorado2012,276823.15,7.9,2.62857143,1.73720821,-5.952381,0.82990183,12.5311341,0.01867795,2.06686276,-0.0613689,0.96644052,0.00826477
2013,Colorado,1,Colorado2013,286259.075,6.9,2.67428571,3.02275406,-12.658228,1.73913041,12.5646525,0.0335184,1.93152141,-0.1353413,0.98368232,0.01724181
2014,Colorado,1,Colorado2014,298655.25,5,2.58833333,3.04168708,-27.536232,-3.2140313,12.6070452,0.04239264,1.60943791,-0.3220835,0.95101417,-0.0326682
2015,Colorado,1,Colorado2015,312409.65,3.9,2.51648649,6.00071342,-22,-2.7757958,12.6520706,0.04502541,1.36097655,-0.2484614,0.92286368,-0.0281505
2016,Colorado,1,Colorado2016,318953.35,3.2,2.44736842,1.71872401,-17.948718,-2.7466098,12.6728001,0.02072955,1.16315081,-0.1978257,0.89501333,-0.0278503
2017,Colorado,1,Colorado2017,329960.625,2.7,2.395,3.19328153,-15.625,-2.1397849,12.7067286,0.03392848,0.99325177,-0.169899,0.87338323,-0.0216301
2006,Connecticut,0,Connecticut2006,248233.825,4.3,2.44564441,5.27133421,-12.244898,-2.4887759,12.4221264,0.0397941,1.45861502,-0.1306202,0.89430865,-0.0252027
2007,Connecticut,0,Connecticut2007,257953.025,4.5,2.36,3.61938399,4.65116279,-3.5019159,12.4605328,0.03840635,1.5040774,0.04546237,0.85866162,-0.035647
2008,Connecticut,0,Connecticut2008,257755.975,5.7,2.35425,4.56534516,26.6666667,-0.2436441,12.4597686,-0.0007642,1.74046617,0.23638878,0.85622221,-0.0024394
2009,Connecticut,0,Connecticut2009,244894.775,7.9,2.42368421,-8.5147028,38.5964912,2.94931341,12.4085839,-0.0511847,2.06686276,0.32639658,0.88528878,0.02906658
2010,Connecticut,0,Connecticut2010,244354.725,9.1,2.46666667,-1.3827206,15.1898734,1.77343467,12.4063762,-0.0022077,2.20827441,0.14141165,0.90286771,0.01757893
2011,Connecticut,1,Connecticut2011,238542.4,8.8,2.37466667,-2.563276,-3.2967033,-3.7297297,12.3823024,-0.0240739,2.17475172,-0.0335227,0.86485708,-0.0380106
2012,Connecticut,1,Connecticut2012,240911.9,8.3,2.3945946,1.54651103,-5.6818182,0.83918843,12.3921866,0.00988423,2.11625551,-0.0584962,0.87321395,0.00835687
2013,Connecticut,1,Connecticut2013,236050.65,7.8,2.43783784,-1.6287141,-6.0240964,1.80586906,12.3718017,-0.0203849,2.05412373,-0.0621318,0.89111151,0.01789757
2014,Connecticut,1,Connecticut2014,235780.925,6.6,2.39895698,-2.3012274,-15.384615,-1.5948913,12.3706584,-0.0011433,1.88706965,-0.1670541,0.87503405,-0.0160775
2015,Connecticut,1,Connecticut2015,242706.55,5.7,2.325,4.63710008,-13.636364,-3.0828804,12.3996084,0.02895001,1.74046617,-0.1466035,0.84372004,-0.031314
2016,Connecticut,1,Connecticut2016,243286.675,5.1,2.295,0.53662612,-10.526316,-1.2903226,12.4019958,0.00238738,1.62924054,-0.1112256,0.83073284,-0.0129872
2017,Connecticut,1,Connecticut2017,247358.525,4.7,2.2625,0.16843753,-7.8431373,-1.416122,12.4185941,0.01659832,1.54756251,-0.081678,0.8164704,-0.0142624
2006,Delaware,1,Delaware2006,60624.275,3.6,2.31045242,3.29862708,-12.195122,-2.414212,11.0124507,0.0214952,1.28093385,-0.1300531,0.83744336,-0.0244383
2007,Delaware,1,Delaware2007,60477.875,3.4,2.25082311,-0.4525342,-5.5555556,-2.58085,11.0100329,-0.0024178,1.22377543,-0.0571584,0.81129597,-0.0261474
2008,Delaware,1,Delaware2008,58655.675,4.9,2.30588235,-2.7313572,44.1176471,2.44618272,10.9794396,-0.0305933,1.58923521,0.36545977,0.8354634,0.02416743
2009,Delaware,1,Delaware2009,61517.7,8.3,2.38484849,4.23651476,69.3877551,3.42455164,11.0270802,0.04764061,2.11625551,0.52702031,0.86913559,0.03367219
2010,Delaware,1,Delaware2010,60577.2,8.4,2.40476191,0.10976285,1.20481928,0.83499728,11.0116739,-0.0154064,2.12823171,0.01197619,0.8774509,0.0083153
2011,Delaware,1,Delaware2011,62919.325,7.5,2.27272727,1.40348931,-10.714286,-5.4905491,11.0496086,0.03793477,2.01490302,-0.1133287,0.82098055,-0.0564703
2012,Delaware,1,Delaware2012,62354.6,7.2,2.25454546,2.85083097,-4,-0.8,11.0405927,-0.0090159,1.97408103,-0.040822,0.81294838,-0.0080322
2013,Delaware,1,Delaware2013,60235.8,6.7,2.421875,-6.8004649,-6.9444444,7.42187498,11.0060221,-0.0345706,1.90210753,-0.0719735,0.88454203,0.07159365
2014,Delaware,1,Delaware2014,64940.075,5.7,2.28034682,5.18303788,-14.925373,-5.8437442,11.0812202,0.07519806,1.74046617,-0.1616414,0.82432755,-0.0602145
2015,Delaware,1,Delaware2015,66793.45,4.9,2.24285714,7.24926551,-14.035088,-1.644034,11.1093603,0.0281401,1.58923521,-0.151231,0.80775056,-0.016577
2016,Delaware,1,Delaware2016,63001.35,4.5,2.24085714,-5.4111643,-8.1632653,-0.089172,11.0509114,-0.0584489,1.5040774,-0.0851578,0.80685845,-0.0008921
2017,Delaware,1,Delaware2017,60801.25,4.5,2.40457143,-2.5175833,0,7.30587787,11.0153656,-0.0355458,1.5040774,0,0.87737169,0.07051324
2006,Florida,0,Florida2006,839963.75,3.2,2.27924528,3.67258512,-13.513514,-6.6278505,13.641114,0.02924375,1.16315081,-0.145182,0.82384437,-0.0685771
2007,Florida,0,Florida2007,850048.625,4,2.29285714,1.1668647,25,0.59720909,13.6530488,0.01193482,1.38629436,0.22314355,0.8297987,0.00595433
2008,Florida,0,Florida2008,816070.2,6.3,2.33571429,-1.0923968,57.5,1.86915889,13.6122557,-0.0407932,1.84054963,0.45425527,0.84831775,0.01851905
2009,Florida,0,Florida2009,769061.125,10.4,2.41923077,-7.2163825,65.0793651,3.57562924,13.5529257,-0.0593299,2.34180581,0.50125617,0.88344963,0.03513188
2010,Florida,0,Florida2010,775039.45,11.1,2.396,-1.0998123,6.73076923,-0.9602544,13.5606692,0.00774348,2.40694511,0.0651393,0.87380068,-0.0096489
2011,Florida,0,Florida2011,772021.3,10,2.40080972,0.36503033,-9.9099099,0.20073944,13.5567674,-0.0039018,2.30258509,-0.10436,0.87580606,0.00200538
2012,Florida,0,Florida2012,778545.05,8.5,2.428,1.0382274,-15,1.13254636,13.5651821,0.00841472,2.14006616,-0.1625189,0.88706787,0.01126181
2013,Florida,0,Florida2013,794842.15,7.2,2.46,1.63584037,-15.294118,1.31795717,13.5858988,0.02071668,1.97408103,-0.1659851,0.90016135,0.01309348
2014,Florida,0,Florida2014,817233.55,6.3,2.448,1.69777572,-12.5,-0.4878049,13.6136802,0.02778138,1.84054963,-0.1335314,0.89527136,-0.00489
2015,Florida,0,Florida2015,852242.4,5.5,2.36226415,4.28309386,-12.698413,-3.5022814,13.6556263,0.04194608,1.70474809,-0.1358015,0.85962055,-0.0356508
2016,Florida,0,Florida2016,881539.225,4.8,2.34814815,3.39113084,-12.727273,-0.5975624,13.6894248,0.03379851,1.56861592,-0.1361322,0.853627,-0.0059935
2017,Florida,0,Florida2017,912966.175,4.2,2.28070175,4.31689028,-12.5,-2.8723228,13.7244541,0.03502933,1.43508453,-0.1335314,0.82448318,-0.0291438
2006,Georgia,0,Georgia2006,453032.1,4.7,3.08983051,1.7063072,-11.320755,-2.9372615,13.0237183,0.01306245,1.54756251,-0.1201443,1.12811624,-0.0298126
2007,Georgia,0,Georgia2007,455903.975,4.5,3.35666667,-0.1086728,-4.2553191,8.6359481,13.0300375,0.00631922,1.5040774,-0.0434851,1.21094842,0.08283218
2008,Georgia,0,Georgia2008,445764.625,6.2,3.41176471,0.08737058,37.7777778,1.64145101,13.0075463,-0.0224911,1.82454929,0.3204719,1.22722967,0.01628125
2009,Georgia,0,Georgia2009,428740.675,9.9,3.38666667,-4.9171426,59.6774194,-0.7356322,12.9686075,-0.0389388,2.29253476,0.46798547,1.21984615,-0.0073835
2010,Georgia,0,Georgia2010,433727.2,10.5,3.36996337,0.25263728,6.06060606,-0.4932076,12.980171,0.01156352,2.35137526,0.0588405,1.21490187,-0.0049443
2011,Georgia,0,Georgia2011,441626.725,10.2,3.3537037,2.4110312,-2.8571429,-0.4824879,12.9982203,0.01804925,2.32238772,-0.0289875,1.21006532,-0.0048366
2012,Georgia,0,Georgia2012,447764.7,9.2,3.28571429,1.5778135,-9.8039216,-2.0272935,13.0120232,0.01380286,2.21920348,-0.1031842,1.18958407,-0.0204813
2013,Georgia,0,Georgia2013,454908.95,8.2,3.24285714,1.5569546,-10.869565,-1.3043478,13.0278526,0.01582942,2.10413415,-0.1150693,1.17645478,-0.0131293
2014,Georgia,0,Georgia2014,470009.75,7.1,3.15517241,1.88464406,-13.414634,-2.7039344,13.0605087,0.03265615,1.96009478,-0.1440394,1.14904314,-0.0274116
2015,Georgia,0,Georgia2015,489182.35,6,3.03333333,4.39673003,-15.492958,-3.8615665,13.1004906,0.03998188,1.79175947,-0.1683353,1.10966212,-0.039381
2016,Georgia,0,Georgia2016,506816.175,5.4,2.94788274,4.05841192,-10,-2.8170526,13.1359036,0.03541304,1.68639895,-0.1053605,1.0810872,-0.0285749
2017,Georgia,0,Georgia2017,524874.7,4.7,2.8171875,3.51638795,-12.962963,-4.433529,13.1709148,0.0350112,1.54756251,-0.1388364,1.03573905,-0.0453481
2006,Hawaii,0,Hawaii2006,68759.325,2.6,2.2483871,2.99845833,-10.344828,-7.6215512,11.1383676,0.02407294,0.95551145,-0.1091993,0.81021311,-0.0792765
2007,Hawaii,0,Hawaii2007,70080.375,2.8,1.98484849,1.47798447,7.69230769,-11.72123,11.1573981,0.01903043,1.02961942,0.07410797,0.68554258,-0.1246705
2008,Hawaii,0,Hawaii2008,70460.825,4.3,2.04678363,2.7723658,53.5714286,3.12039642,11.1628122,0.00541408,1.45861502,0.42899561,0.7162696,0.03072702
2009,Hawaii,0,Hawaii2009,67927.5,7.2,2.04204204,-4.0719317,67.4418605,-0.2316602,11.1261962,-0.0366159,1.97408103,0.515466,0.71395031,-0.0023193
2010,Hawaii,1,Hawaii2010,69628.1,6.9,2.15625,0.90838883,-4.1666667,5.59283089,11.1509235,0.02472726,1.93152141,-0.0425596,0.7683706,0.05442029
2011,Hawaii,1,Hawaii2011,70646.6,6.8,2.10625,2.64272505,-1.4492754,-2.3188406,11.1654453,0.01452176,1.91692261,-0.0145988,0.74490912,-0.0234615
2012,Hawaii,1,Hawaii2012,71905.3,6,2.13846154,1.35630509,-11.764706,1.52933118,11.1831053,0.01765999,1.79175947,-0.1251631,0.76008666,0.01517755
2013,Hawaii,1,Hawaii2013,73063.225,4.9,2.24,2.4593924,-18.333333,4.74820146,11.1990804,0.01597519,1.58923521,-0.2025243,0.80647587,0.0463892
2014,Hawaii,1,Hawaii2014,73512.4,4.4,2.11428571,-0.6008744,-10.204082,-5.6122449,11.2052094,0.00612894,1.48160454,-0.1076307,0.74871703,-0.0577588
2015,Hawaii,1,Hawaii2015,75869.475,3.6,2.19060774,3.08611543,-18.181818,3.60982532,11.2367697,0.03156033,1.28093385,-0.2006707,0.78417901,0.03546198
2016,Hawaii,1,Hawaii2016,77303.875,3,2.19946092,2.43635686,-16.666667,0.40414269,11.2554994,0.01872965,1.09861229,-0.1823216,0.78821229,0.00403328
2017,Hawaii,1,Hawaii2017,78941.625,2.4,2.06666667,2.07046149,-20,-6.0375817,11.2764639,0.02096457,0.87546874,-0.2231436,0.725937,-0.0622753
2006,Idaho,0,Idaho2006,57613.75,3.5,2.9,4.89578787,-12.5,0.35526317,10.9615165,0.02764156,1.25276297,-0.1335314,1.06471074,0.00354634
2007,Idaho,0,Idaho2007,58670.9,3.1,3.7414966,0.4814836,-11.428571,29.0171241,10.9796991,0.01818261,1.13140211,-0.1213609,1.31948569,0.25477495
2008,Idaho,0,Idaho2008,60309.45,5.1,3.24666667,3.3485409,64.516129,-13.225455,11.0072441,0.02754495,1.62924054,0.49783843,1.17762883,-0.1418569
2009,Idaho,0,Idaho2009,57327.975,8.8,3.33928571,-2.8016068,72.5490196,2.85274272,10.956544,-0.0507001,2.17475172,0.54551118,1.20575693,0.0281281
2010,Idaho,0,Idaho2010,58281.75,9,3.41785714,-0.6850327,2.27272727,2.35294119,10.9730443,0.01650028,2.19722458,0.02247286,1.22901379,0.02325686
2011,Idaho,0,Idaho2011,58226.225,8.3,3.29928315,0.32792896,-7.7777778,-3.4692494,10.9720911,-0.0009532,2.11625551,-0.0809691,1.19370522,-0.0353086
2012,Idaho,0,Idaho2012,58323.95,7.2,3.17894737,0.285138,-13.253012,-3.6473313,10.9737681,0.00167696,1.97408103,-0.1421745,1.15655013,-0.0371551
2013,Idaho,0,Idaho2013,60631.225,6.1,3.08421053,2.24161286,-15.277778,-2.9801324,11.0125653,0.03879721,1.80828877,-0.1657923,1.12629572,-0.0302544
2014,Idaho,0,Idaho2014,62454.025,4.8,3.44097222,3.75258086,-21.311475,11.5673588,11.042186,0.02962066,1.56861592,-0.2396729,1.23575405,0.10945834
2015,Idaho,0,Idaho2015,63081.225,4.2,3,2.90511973,-12.5,-12.815338,11.0521785,0.0099925,1.43508453,-0.1335314,1.09861229,-0.1371418
2016,Idaho,0,Idaho2016,65479.05,3.8,2.99590014,1.9623313,-9.5238095,-0.1366621,11.0894855,0.03730706,1.33500107,-0.1000835,1.09724473,-0.0013676
2017,Idaho,0,Idaho2017,66980.525,3.2,2.91503268,1.52640041,-15.789474,-2.6992708,11.1121572,0.02267166,1.16315081,-0.1718503,1.06988103,-0.0273637
2006,Illinois,1,Illinois2006,704827.575,4.5,2.92556634,2.60370496,-21.052632,1.75882932,13.4657085,0.02459094,1.5040774,-0.2363888,1.07348808,0.01743541
2007,Illinois,1,Illinois2007,712619.8,5,2.8125,0.6164339,11.1111111,-3.8647677,13.4767033,0.01099484,1.60943791,0.10536052,1.03407377,-0.0394143
2008,Illinois,1,Illinois2008,706616.475,6.3,2.73556231,0.15920498,26,-2.7355623,13.4682433,-0.00846,1.84054963,0.23111172,1.00633701,-0.0277368
2009,Illinois,1,Illinois2009,688160.95,10.2,2.8125,-3.4084303,61.9047619,2.8125,13.441778,-0.0264653,2.32238772,0.48183809,1.03407377,0.02773675
2010,Illinois,1,Illinois2010,698179.575,10.4,2.88466667,0.4734977,1.96078431,2.56592594,13.4562316,0.01445359,2.34180581,0.01941809,1.05940935,0.02533559
2011,Illinois,1,Illinois2011,711283.375,9.7,2.87,2.60630493,-6.7307692,-0.5084354,13.4748262,0.01859457,2.27212589,-0.0696799,1.05431203,-0.0050973
2012,Illinois,1,Illinois2012,726399.1,9,2.81528662,3.25557416,-7.2164948,-1.9063894,13.4958549,0.02102868,2.19722458,-0.0749013,1.03506408,-0.019248
2013,Illinois,1,Illinois2013,726124.95,9,2.825,-0.2637411,0,0.34502263,13.4954774,-0.0003775,2.19722458,0,1.03850836,0.00344429
2014,Illinois,1,Illinois2014,741194,7.1,2.6969697,0.22433662,-21.111111,-4.5320461,13.5160177,0.02054029,1.96009478,-0.2371298,0.99212881,-0.0463796
2015,Illinois,0,Illinois2015,751754.95,6,2.64705882,2.70594433,-15.492958,-1.8506279,13.5301657,0.01414801,1.79175947,-0.1683353,0.97344915,-0.0186797
2016,Illinois,0,Illinois2016,749333.5,5.8,2.55428571,-0.0642706,-3.3333333,-3.5047619,13.5269394,-0.0032263,1.75785792,-0.0339016,0.93777262,-0.0356765
2017,Illinois,0,Illinois2017,755594.675,4.9,2.48603352,0.14568805,-15.517241,-2.6720658,13.5352604,0.00832094,1.58923521,-0.1686227,0.91068848,-0.0270841
2006,Indiana,0,Indiana2006,296112.725,5,2.35517241,2.61371755,-9.0909091,-10.336076,12.5984955,0.01972829,1.60943791,-0.0953102,0.85661394,-0.1091017
2007,Indiana,0,Indiana2007,304085.7,4.6,2.4,1.12215555,-8,1.90336749,12.6250648,0.02656936,1.5260563,-0.0833816,0.87546874,0.0188548
2008,Indiana,0,Indiana2008,300962.55,5.9,2.46666667,3.12822015,28.2608696,2.77777779,12.6147411,-0.0103237,1.77495235,0.24889605,0.90286771,0.02739897
